date,hour,US,AB
11/19/2021,2,747,236
11/19/2021,3,675,238
11/19/2021,4,858,254
11/19/2021,5,1563,344
11/19/2021,6,1806,393
11/19/2021,7,1371,431
11/19/2021,8,1109,407
11/19/2021,9,571,428
11/19/2021,10,334,447
11/19/2021,11,-77,443
11/19/2021,12,-65,438
11/19/2021,13,1,420
11/19/2021,14,-195,436
11/19/2021,15,-154,445
11/19/2021,16,959,470
11/19/2021,17,1276,453
11/19/2021,18,1306,446
11/19/2021,19,1312,464
11/19/2021,20,1257,518
11/19/2021,21,764,277
11/19/2021,22,1006,144
11/19/2021,23,1261,285
11/19/2021,24,1186,291
11/20/2021,1,-38,347
11/20/2021,2,102,226
11/20/2021,3,201,191
11/20/2021,4,226,168
11/20/2021,5,233,131
11/20/2021,6,1111,44
11/20/2021,7,1363,95
11/20/2021,8,-12,41
11/20/2021,9,-60,30
11/20/2021,10,-95,41
11/20/2021,11,-243,16
11/20/2021,12,-497,62
11/20/2021,13,-705,112
11/20/2021,14,-586,154
11/20/2021,15,-188,141
11/20/2021,16,208,203
11/20/2021,17,753,512
11/20/2021,18,777,394
11/20/2021,19,909,326
11/20/2021,20,881,393
11/20/2021,21,1138,437
11/20/2021,22,1464,504
11/20/2021,23,1456,405
11/20/2021,24,766,392
11/21/2021,1,-82,332
11/21/2021,2,-33,310
11/21/2021,3,236,279
11/21/2021,4,622,314
11/21/2021,5,863,335
11/21/2021,6,1237,365
11/21/2021,7,1498,518
11/21/2021,8,266,297
11/21/2021,9,-120,230
11/21/2021,10,-277,189
11/21/2021,11,-242,133
11/21/2021,12,-146,149
11/21/2021,13,-91,205
11/21/2021,14,-283,185
11/21/2021,15,-308,221
11/21/2021,16,-223,226
11/21/2021,17,959,228
11/21/2021,18,1080,211
11/21/2021,19,1105,221
11/21/2021,20,1206,197
11/21/2021,21,1434,204
11/21/2021,22,1717,120
11/21/2021,23,1355,14
11/21/2021,24,1017,-7
11/22/2021,1,1029,-31
11/22/2021,2,965,-11
11/22/2021,3,910,141
11/22/2021,4,971,180
11/22/2021,5,1245,77
11/22/2021,6,1614,93
11/22/2021,7,1884,166
11/22/2021,8,1243,220
11/22/2021,9,19,276
11/22/2021,10,32,288
11/22/2021,11,-203,319
11/22/2021,12,-354,438
11/22/2021,13,-256,278
11/22/2021,14,-203,294
11/22/2021,15,313,192
11/22/2021,16,1646,223
11/22/2021,17,1560,166
11/22/2021,18,1931,138
11/22/2021,19,1887,147
11/22/2021,20,1855,98
11/22/2021,21,1861,53
11/22/2021,22,1826,37
11/22/2021,23,1556,84
11/22/2021,24,1101,48
11/23/2021,1,-39,-44
11/23/2021,2,31,14
11/23/2021,3,164,-11
11/23/2021,4,90,24
11/23/2021,5,153,19
11/23/2021,6,963,114
11/23/2021,7,379,218
11/23/2021,8,-388,244
11/23/2021,9,-1014,287
11/23/2021,10,-811,319
11/23/2021,11,-690,197
11/23/2021,12,-680,246
11/23/2021,13,-933,433
11/23/2021,14,-833,484
11/23/2021,15,-530,380
11/23/2021,16,-646,331
11/23/2021,17,182,366
11/23/2021,18,623,387
11/23/2021,19,259,441
11/23/2021,20,419,461
11/23/2021,21,453,476
11/23/2021,22,103,480
11/23/2021,23,-165,355
11/23/2021,24,-541,553
11/24/2021,1,-374,581
11/24/2021,2,-201,572
11/24/2021,3,-181,561
11/24/2021,4,-216,351
11/24/2021,5,379,358
11/24/2021,6,1345,386
11/24/2021,7,1207,330
11/24/2021,8,741,342
11/24/2021,9,-578,361
11/24/2021,10,-1000,355
11/24/2021,11,-999,334
11/24/2021,12,-1181,317
11/24/2021,13,-985,319
11/24/2021,14,-854,204
11/24/2021,15,-585,190
11/24/2021,16,77,189
11/24/2021,17,1174,223
11/24/2021,18,1389,274
11/24/2021,19,1321,252
11/24/2021,20,1290,190
11/24/2021,21,1191,105
11/24/2021,22,1112,48
11/24/2021,23,1358,10
11/24/2021,24,462,-33
11/25/2021,1,192,-29
11/25/2021,2,334,-18
11/25/2021,3,346,-27
11/25/2021,4,421,-60
11/25/2021,5,664,-23
11/25/2021,6,597,37
11/25/2021,7,73,161
11/25/2021,8,-442,214
11/25/2021,9,-769,251
11/25/2021,10,-894,249
11/25/2021,11,-965,237
11/25/2021,12,-988,239
11/25/2021,13,-1093,209
11/25/2021,14,-1344,212
11/25/2021,15,-1252,230
11/25/2021,16,-1098,228
11/25/2021,17,-53,246
11/25/2021,18,220,354
11/25/2021,19,131,388
11/25/2021,20,70,391
11/25/2021,21,57,218
11/25/2021,22,67,195
11/25/2021,23,328,196
11/25/2021,24,400,193
11/26/2021,1,371,84
11/26/2021,2,405,100
11/26/2021,3,352,91
11/26/2021,4,313,3
11/26/2021,5,483,-23
11/26/2021,6,369,150
11/26/2021,7,301,229
11/26/2021,8,-162,303
11/26/2021,9,-536,298
11/26/2021,10,-786,259
11/26/2021,11,-811,313
11/26/2021,12,-849,307
11/26/2021,13,-1001,319
11/26/2021,14,-943,285
11/26/2021,15,-710,337
11/26/2021,16,-260,361
11/26/2021,17,433,342
11/26/2021,18,252,360
11/26/2021,19,435,359
11/26/2021,20,262,343
11/26/2021,21,135,388
11/26/2021,22,507,275
11/26/2021,23,511,187
11/26/2021,24,569,234
11/27/2021,1,915,379
11/27/2021,2,1144,324
11/27/2021,3,1227,319
11/27/2021,4,1202,332
11/27/2021,5,1107,375
11/27/2021,6,1017,261
11/27/2021,7,1049,270
11/27/2021,8,59,335
11/27/2021,9,-259,309
11/27/2021,10,-367,530
11/27/2021,11,-325,509
11/27/2021,12,-296,508
11/27/2021,13,-406,532
11/27/2021,14,-99,352
11/27/2021,15,163,239
11/27/2021,16,1253,290
11/27/2021,17,1348,525
11/27/2021,18,1466,403
11/27/2021,19,1468,254
11/27/2021,20,1314,268
11/27/2021,21,1097,219
11/27/2021,22,856,247
11/27/2021,23,1199,140
11/27/2021,24,900,139
11/28/2021,1,918,234
11/28/2021,2,847,263
11/28/2021,3,883,242
11/28/2021,4,885,238
11/28/2021,5,871,117
11/28/2021,6,964,133
11/28/2021,7,865,198
11/28/2021,8,343,173
11/28/2021,9,-696,142
11/28/2021,10,-1011,230
11/28/2021,11,-1044,392
11/28/2021,12,-1155,355
11/28/2021,13,-1191,389
11/28/2021,14,-1231,360
11/28/2021,15,-1142,347
11/28/2021,16,133,351
11/28/2021,17,1392,348
11/28/2021,18,1462,363
11/28/2021,19,1534,378
11/28/2021,20,1409,277
11/28/2021,21,1354,178
11/28/2021,22,1044,83
11/28/2021,23,905,147
11/28/2021,24,800,153
11/29/2021,1,888,100
11/29/2021,2,1004,89
11/29/2021,3,1004,69
11/29/2021,4,1191,100
11/29/2021,5,1223,317
11/29/2021,6,1421,374
11/29/2021,7,1011,358
11/29/2021,8,625,377
11/29/2021,9,-563,353
11/29/2021,10,-762,366
11/29/2021,11,-803,353
11/29/2021,12,-848,381
11/29/2021,13,-883,343
11/29/2021,14,-906,330
11/29/2021,15,-830,336
11/29/2021,16,573,346
11/29/2021,17,1341,329
11/29/2021,18,1466,308
11/29/2021,19,1390,363
11/29/2021,20,1313,356
11/29/2021,21,964,163
11/29/2021,22,822,200
11/29/2021,23,1322,236
11/29/2021,24,1331,184
11/30/2021,1,479,30
11/30/2021,2,-100,37
11/30/2021,3,-199,95
11/30/2021,4,-158,112
11/30/2021,5,-81,37
11/30/2021,6,728,294
11/30/2021,7,690,541
11/30/2021,8,376,423
11/30/2021,9,-1088,361
11/30/2021,10,-1388,491
11/30/2021,11,-1440,508
11/30/2021,12,-1680,479
11/30/2021,13,-1808,511
11/30/2021,14,-1506,530
11/30/2021,15,-1345,517
11/30/2021,16,203,516
11/30/2021,17,693,425
11/30/2021,18,742,445
11/30/2021,19,690,474
11/30/2021,20,524,369
11/30/2021,21,608,134
11/30/2021,22,524,0
11/30/2021,23,341,0
11/30/2021,24,210,0
12/01/2021,1,520,0
12/01/2021,2,201,0
12/01/2021,3,216,0
12/01/2021,4,361,0
12/01/2021,5,378,0
12/01/2021,6,558,0
12/01/2021,7,1015,0
12/01/2021,8,904,0
12/01/2021,9,-329,0
12/01/2021,10,-690,0
12/01/2021,11,-630,0
12/01/2021,12,-621,0
12/01/2021,13,-480,0
12/01/2021,14,-645,0
12/01/2021,15,-548,0
12/01/2021,16,1047,0
12/01/2021,17,1602,0
12/01/2021,18,1594,0
12/01/2021,19,1568,0
12/01/2021,20,1609,0
12/01/2021,21,1442,0
12/01/2021,22,999,0
12/01/2021,23,450,0
12/01/2021,24,94,0
12/02/2021,1,135,0
12/02/2021,2,194,0
12/02/2021,3,106,0
12/02/2021,4,177,0
12/02/2021,5,321,0
12/02/2021,6,285,0
12/02/2021,7,782,0
12/02/2021,8,627,0
12/02/2021,9,-621,0
12/02/2021,10,-750,0
12/02/2021,11,-755,0
12/02/2021,12,-805,0
12/02/2021,13,-836,0
12/02/2021,14,-979,0
12/02/2021,15,-711,0
12/02/2021,16,306,0
12/02/2021,17,840,0
12/02/2021,18,1062,0
12/02/2021,19,1416,0
12/02/2021,20,1407,0
12/02/2021,21,1610,0
12/02/2021,22,1235,0
12/02/2021,23,388,0
12/02/2021,24,303,0
12/03/2021,1,532,0
12/03/2021,2,479,0
12/03/2021,3,147,0
12/03/2021,4,193,0
12/03/2021,5,767,0
12/03/2021,6,1004,0
12/03/2021,7,1421,0
12/03/2021,8,885,0
12/03/2021,9,81,0
12/03/2021,10,-41,0
12/03/2021,11,59,0
12/03/2021,12,140,10
12/03/2021,13,167,-23
12/03/2021,14,52,127
12/03/2021,15,56,212
12/03/2021,16,161,315
12/03/2021,17,1367,313
12/03/2021,18,1549,275
12/03/2021,19,1674,255
12/03/2021,20,1576,240
12/03/2021,21,1166,219
12/03/2021,22,1360,214
12/03/2021,23,1048,142
12/03/2021,24,831,149
12/04/2021,1,940,105
12/04/2021,2,671,94
12/04/2021,3,334,97
12/04/2021,4,184,98
12/04/2021,5,539,94
12/04/2021,6,917,103
12/04/2021,7,907,244
12/04/2021,8,-513,251
12/04/2021,9,-1060,252
12/04/2021,10,-969,271
12/04/2021,11,-1104,240
12/04/2021,12,-1206,222
12/04/2021,13,-1263,228
12/04/2021,14,-1383,194
12/04/2021,15,-1353,255
12/04/2021,16,-543,328
12/04/2021,17,601,343
12/04/2021,18,838,141
12/04/2021,19,1060,67
12/04/2021,20,961,66
12/04/2021,21,482,24
12/04/2021,22,377,78
12/04/2021,23,421,-9
12/04/2021,24,111,72
12/05/2021,1,-341,-18
12/05/2021,2,-379,-5
12/05/2021,3,-379,-48
12/05/2021,4,-251,-52
12/05/2021,5,46,-29
12/05/2021,6,353,14
12/05/2021,7,678,19
12/05/2021,8,76,36
12/05/2021,9,-629,96
12/05/2021,10,-795,274
12/05/2021,11,-857,260
12/05/2021,12,-758,304
12/05/2021,13,-838,297
12/05/2021,14,-788,340
12/05/2021,15,-526,295
12/05/2021,16,166,333
12/05/2021,17,1627,420
12/05/2021,18,1685,429
12/05/2021,19,1668,413
12/05/2021,20,1552,379
12/05/2021,21,1480,382
12/05/2021,22,1429,399
12/05/2021,23,631,314
12/05/2021,24,216,355
12/06/2021,1,152,340
12/06/2021,2,189,232
12/06/2021,3,257,230
12/06/2021,4,335,251
12/06/2021,5,684,406
12/06/2021,6,1610,447
12/06/2021,7,1593,594
12/06/2021,8,916,355
12/06/2021,9,473,486
12/06/2021,10,714,519
12/06/2021,11,982,511
12/06/2021,12,1083,480
12/06/2021,13,1126,454
12/06/2021,14,1033,433
12/06/2021,15,444,420
12/06/2021,16,1050,446
12/06/2021,17,1192,422
12/06/2021,18,1137,449
12/06/2021,19,1283,474
12/06/2021,20,1379,434
12/06/2021,21,1315,415
12/06/2021,22,1271,331
12/06/2021,23,677,206
12/06/2021,24,155,159
12/07/2021,1,274,195
12/07/2021,2,303,29
12/07/2021,3,352,-17
12/07/2021,4,452,-42
12/07/2021,5,471,-8
12/07/2021,6,1190,101
12/07/2021,7,1814,214
12/07/2021,8,1446,192
12/07/2021,9,618,125
12/07/2021,10,573,165
12/07/2021,11,1019,267
12/07/2021,12,849,373
12/07/2021,13,825,461
12/07/2021,14,715,494
12/07/2021,15,647,453
12/07/2021,16,1425,464
12/07/2021,17,1273,294
12/07/2021,18,1339,130
12/07/2021,19,1665,56
12/07/2021,20,1924,55
12/07/2021,21,1603,129
12/07/2021,22,1453,61
12/07/2021,23,1361,13
12/07/2021,24,1277,0
12/08/2021,1,486,13
12/08/2021,2,599,-1
12/08/2021,3,695,20
12/08/2021,4,689,-14
12/08/2021,5,781,5
12/08/2021,6,1101,11
12/08/2021,7,721,182
12/08/2021,8,597,245
12/08/2021,9,-539,166
12/08/2021,10,-90,178
12/08/2021,11,-747,238
12/08/2021,12,-989,276
12/08/2021,13,-1251,344
12/08/2021,14,-1004,243
12/08/2021,15,-905,253
12/08/2021,16,-621,150
12/08/2021,17,405,184
12/08/2021,18,670,318
12/08/2021,19,447,283
12/08/2021,20,777,222
12/08/2021,21,743,197
12/08/2021,22,802,256
12/08/2021,23,842,78
12/08/2021,24,718,334
12/09/2021,1,517,169
12/09/2021,2,462,47
12/09/2021,3,-9,19
12/09/2021,4,-8,22
12/09/2021,5,364,42
12/09/2021,6,856,139
12/09/2021,7,1318,174
12/09/2021,8,1310,187
12/09/2021,9,1195,112
12/09/2021,10,1089,122
12/09/2021,11,1631,55
12/09/2021,12,1221,62
12/09/2021,13,681,47
12/09/2021,14,585,58
12/09/2021,15,663,30
12/09/2021,16,875,180
12/09/2021,17,1121,392
12/09/2021,18,1037,373
12/09/2021,19,1066,311
12/09/2021,20,1032,321
12/09/2021,21,1166,171
12/09/2021,22,1121,83
12/09/2021,23,628,128
12/09/2021,24,662,131
12/10/2021,1,261,122
12/10/2021,2,102,89
12/10/2021,3,86,114
12/10/2021,4,312,52
12/10/2021,5,1174,106
12/10/2021,6,1326,195
12/10/2021,7,1394,154
12/10/2021,8,1270,137
12/10/2021,9,932,149
12/10/2021,10,379,135
12/10/2021,11,18,107
12/10/2021,12,-443,140
12/10/2021,13,-432,80
12/10/2021,14,-415,27
12/10/2021,15,98,29
12/10/2021,16,533,99
12/10/2021,17,1593,110
12/10/2021,18,1559,91
12/10/2021,19,1466,-30
12/10/2021,20,1240,-84
12/10/2021,21,1408,-16
12/10/2021,22,1128,-45
12/10/2021,23,811,-28
12/10/2021,24,623,-34
12/11/2021,1,255,-35
12/11/2021,2,315,-19
12/11/2021,3,359,-15
12/11/2021,4,432,-1
12/11/2021,5,483,-6
12/11/2021,6,613,-36
12/11/2021,7,1428,-15
12/11/2021,8,720,42
12/11/2021,9,67,38
12/11/2021,10,-1034,56
12/11/2021,11,-1193,389
12/11/2021,12,-1136,397
12/11/2021,13,-1114,101
12/11/2021,14,-1110,136
12/11/2021,15,-881,132
12/11/2021,16,-19,76
12/11/2021,17,588,181
12/11/2021,18,633,156
12/11/2021,19,757,178
12/11/2021,20,1032,94
12/11/2021,21,1768,119
12/11/2021,22,1683,53
12/11/2021,23,1159,-13
12/11/2021,24,980,61
12/12/2021,1,1334,158
12/12/2021,2,1330,138
12/12/2021,3,1096,65
12/12/2021,4,1053,-8
12/12/2021,5,1066,4
12/12/2021,6,1265,81
12/12/2021,7,1960,77
12/12/2021,8,1359,120
12/12/2021,9,63,280
12/12/2021,10,-95,309
12/12/2021,11,-137,388
12/12/2021,12,-201,445
12/12/2021,13,33,286
12/12/2021,14,164,256
12/12/2021,15,-58,265
12/12/2021,16,1167,181
12/12/2021,17,1588,151
12/12/2021,18,1609,108
12/12/2021,19,1670,128
12/12/2021,20,1531,57
12/12/2021,21,1771,40
12/12/2021,22,1749,31
12/12/2021,23,1796,50
12/12/2021,24,1760,68
12/13/2021,1,1820,50
12/13/2021,2,1837,1
12/13/2021,3,1756,26
12/13/2021,4,2031,69
12/13/2021,5,1916,109
12/13/2021,6,1915,191
12/13/2021,7,1724,333
12/13/2021,8,935,314
12/13/2021,9,637,286
12/13/2021,10,398,292
12/13/2021,11,393,322
12/13/2021,12,616,325
12/13/2021,13,785,377
12/13/2021,14,805,252
12/13/2021,15,947,318
12/13/2021,16,855,491
12/13/2021,17,993,519
12/13/2021,18,988,593
12/13/2021,19,1183,495
12/13/2021,20,1364,176
12/13/2021,21,1746,227
12/13/2021,22,1740,212
12/13/2021,23,1777,179
12/13/2021,24,1556,122
12/14/2021,1,2050,-6
12/14/2021,2,1952,-46
12/14/2021,3,1828,1
12/14/2021,4,1912,224
12/14/2021,5,1884,248
12/14/2021,6,1797,262
12/14/2021,7,1706,342
12/14/2021,8,1669,326
12/14/2021,9,1128,452
12/14/2021,10,1108,411
12/14/2021,11,983,465
12/14/2021,12,1361,399
12/14/2021,13,1434,381
12/14/2021,14,1428,364
12/14/2021,15,1318,380
12/14/2021,16,1225,447
12/14/2021,17,969,474
12/14/2021,18,913,463
12/14/2021,19,1228,302
12/14/2021,20,1561,257
12/14/2021,21,1615,279
12/14/2021,22,1633,215
12/14/2021,23,1885,164
12/14/2021,24,1953,224
12/15/2021,1,1958,219
12/15/2021,2,2059,202
12/15/2021,3,1996,201
12/15/2021,4,2116,202
12/15/2021,5,2121,231
12/15/2021,6,1932,267
12/15/2021,7,1929,398
12/15/2021,8,2006,459
12/15/2021,9,1492,406
12/15/2021,10,747,490
12/15/2021,11,674,555
12/15/2021,12,355,525
12/15/2021,13,345,625
12/15/2021,14,391,639
12/15/2021,15,806,583
12/15/2021,16,1226,528
12/15/2021,17,839,526
12/15/2021,18,786,516
12/15/2021,19,1093,522
12/15/2021,20,1388,509
12/15/2021,21,1875,519
12/15/2021,22,2070,513
12/15/2021,23,2174,245
12/15/2021,24,2179,183
12/16/2021,1,2024,189
12/16/2021,2,2016,244
12/16/2021,3,1967,236
12/16/2021,4,1960,275
12/16/2021,5,2029,231
12/16/2021,6,2217,379
12/16/2021,7,2186,445
12/16/2021,8,1594,465
12/16/2021,9,1393,368
12/16/2021,10,1361,313
12/16/2021,11,711,584
12/16/2021,12,1131,568
12/16/2021,13,499,561
12/16/2021,14,443,518
12/16/2021,15,309,480
12/16/2021,16,749,473
12/16/2021,17,1016,403
12/16/2021,18,981,391
12/16/2021,19,1152,274
12/16/2021,20,1324,272
12/16/2021,21,1379,281
12/16/2021,22,1400,244
12/16/2021,23,1958,205
12/16/2021,24,1885,127
12/17/2021,1,1723,119
12/17/2021,2,1730,105
12/17/2021,3,1644,113
12/17/2021,4,1736,143
12/17/2021,5,1974,252
12/17/2021,6,1947,353
12/17/2021,7,1709,596
12/17/2021,8,1446,318
12/17/2021,9,1003,399
12/17/2021,10,711,450
12/17/2021,11,919,487
12/17/2021,12,165,469
12/17/2021,13,348,512
12/17/2021,14,219,463
12/17/2021,15,278,358
12/17/2021,16,1113,496
12/17/2021,17,1090,393
12/17/2021,18,1539,255
12/17/2021,19,1687,227
12/17/2021,20,1924,225
12/17/2021,21,1944,222
12/17/2021,22,2026,228
12/17/2021,23,2141,195
12/17/2021,24,2101,165
12/18/2021,1,2075,61
12/18/2021,2,1956,76
12/18/2021,3,1952,45
12/18/2021,4,2090,35
12/18/2021,5,2083,12
12/18/2021,6,1990,-2
12/18/2021,7,1586,19
12/18/2021,8,1622,81
12/18/2021,9,566,39
12/18/2021,10,734,73
12/18/2021,11,368,27
12/18/2021,12,167,25
12/18/2021,13,154,19
12/18/2021,14,166,13
12/18/2021,15,134,38
12/18/2021,16,1245,93
12/18/2021,17,1196,115
12/18/2021,18,1206,81
12/18/2021,19,1416,39
12/18/2021,20,1513,15
12/18/2021,21,1601,17
12/18/2021,22,1653,14
12/18/2021,23,2060,36
12/18/2021,24,2202,22
12/19/2021,1,1879,-27
12/19/2021,2,1738,-16
12/19/2021,3,1766,57
12/19/2021,4,1809,19
12/19/2021,5,1943,-14
12/19/2021,6,1957,-30
12/19/2021,7,2115,33
12/19/2021,8,1711,59
12/19/2021,9,1095,102
12/19/2021,10,541,110
12/19/2021,11,398,124
12/19/2021,12,189,200
12/19/2021,13,185,221
12/19/2021,14,334,122
12/19/2021,15,539,74
12/19/2021,16,1533,163
12/19/2021,17,1575,405
12/19/2021,18,1682,389
12/19/2021,19,1890,299
12/19/2021,20,2082,296
12/19/2021,21,2098,216
12/19/2021,22,1919,170
12/19/2021,23,2243,154
12/19/2021,24,2165,147
12/20/2021,1,2218,193
12/20/2021,2,2238,246
12/20/2021,3,2187,233
12/20/2021,4,2189,201
12/20/2021,5,2206,214
12/20/2021,6,2263,359
12/20/2021,7,2014,544
12/20/2021,8,1662,514
12/20/2021,9,1408,456
12/20/2021,10,1135,664
12/20/2021,11,1147,725
12/20/2021,12,1468,437
12/20/2021,13,1521,347
12/20/2021,14,1242,367
12/20/2021,15,1259,348
12/20/2021,16,1656,580
12/20/2021,17,1285,632
12/20/2021,18,1181,547
12/20/2021,19,1491,373
12/20/2021,20,1612,338
12/20/2021,21,1925,254
12/20/2021,22,1971,236
12/20/2021,23,2116,221
12/20/2021,24,2192,206
12/21/2021,1,2251,207
12/21/2021,2,2245,168
12/21/2021,3,2229,118
12/21/2021,4,2266,64
12/21/2021,5,2254,147
12/21/2021,6,2293,141
12/21/2021,7,2302,89
12/21/2021,8,2267,-28
12/21/2021,9,1692,191
12/21/2021,10,1481,51
12/21/2021,11,1461,15
12/21/2021,12,1928,-62
12/21/2021,13,1980,-74
12/21/2021,14,2168,-170
12/21/2021,15,2237,-123
12/21/2021,16,1973,128
12/21/2021,17,1941,-54
12/21/2021,18,1853,-173
12/21/2021,19,1974,-159
12/21/2021,20,2130,-102
12/21/2021,21,2159,68
12/21/2021,22,2134,-28
12/21/2021,23,2204,-35
12/21/2021,24,2241,-5
12/22/2021,1,2233,-53
12/22/2021,2,2249,-81
12/22/2021,3,2267,-40
12/22/2021,4,2311,-89
12/22/2021,5,2305,-8
12/22/2021,6,2244,28
12/22/2021,7,1077,-71
12/22/2021,8,805,-80
12/22/2021,9,467,-105
12/22/2021,10,-212,5
12/22/2021,11,-24,-2
12/22/2021,12,95,-43
12/22/2021,13,124,-97
12/22/2021,14,366,-120
12/22/2021,15,453,-109
12/22/2021,16,1929,-39
12/22/2021,17,1744,-8
12/22/2021,18,1802,-104
12/22/2021,19,1984,-126
12/22/2021,20,2166,-60
12/22/2021,21,2205,49
12/22/2021,22,2171,8
12/22/2021,23,2209,25
12/22/2021,24,2219,-24
12/23/2021,1,2227,-98
12/23/2021,2,2248,-59
12/23/2021,3,2299,-60
12/23/2021,4,2300,-75
12/23/2021,5,2258,-45
12/23/2021,6,2270,56
12/23/2021,7,2190,97
12/23/2021,8,1839,118
12/23/2021,9,1103,112
12/23/2021,10,822,131
12/23/2021,11,597,56
12/23/2021,12,900,-2
12/23/2021,13,799,43
12/23/2021,14,755,11
12/23/2021,15,880,18
12/23/2021,16,1822,136
12/23/2021,17,1666,135
12/23/2021,18,1426,182
12/23/2021,19,1500,112
12/23/2021,20,1557,103
12/23/2021,21,1746,72
12/23/2021,22,1866,76
12/23/2021,23,1782,86
12/23/2021,24,1675,47
12/24/2021,1,1631,86
12/24/2021,2,1508,144
12/24/2021,3,1611,134
12/24/2021,4,1826,134
12/24/2021,5,1931,235
12/24/2021,6,2196,290
12/24/2021,7,1928,321
12/24/2021,8,1810,317
12/24/2021,9,1174,299
12/24/2021,10,884,227
12/24/2021,11,349,240
12/24/2021,12,219,276
12/24/2021,13,-11,294
12/24/2021,14,27,331
12/24/2021,15,-53,343
12/24/2021,16,606,341
12/24/2021,17,1175,318
12/24/2021,18,980,231
12/24/2021,19,1101,209
12/24/2021,20,1195,231
12/24/2021,21,1245,203
12/24/2021,22,1293,200
12/24/2021,23,1256,217
12/24/2021,24,1212,175
12/25/2021,1,890,129
12/25/2021,2,911,111
12/25/2021,3,963,125
12/25/2021,4,963,87
12/25/2021,5,1411,163
12/25/2021,6,1314,173
12/25/2021,7,819,313
12/25/2021,8,249,363
12/25/2021,9,-301,365
12/25/2021,10,-347,414
12/25/2021,11,-177,424
12/25/2021,12,-87,404
12/25/2021,13,-152,308
12/25/2021,14,-207,356
12/25/2021,15,46,389
12/25/2021,16,380,392
12/25/2021,17,360,341
12/25/2021,18,379,324
12/25/2021,19,413,340
12/25/2021,20,416,345
12/25/2021,21,580,391
12/25/2021,22,581,303
12/25/2021,23,765,167
12/25/2021,24,655,118
12/26/2021,1,-26,105
12/26/2021,2,-103,82
12/26/2021,3,181,82
12/26/2021,4,393,139
12/26/2021,5,534,136
12/26/2021,6,490,140
12/26/2021,7,141,273
12/26/2021,8,-619,369
12/26/2021,9,-1107,379
12/26/2021,10,-1251,378
12/26/2021,11,-970,371
12/26/2021,12,-427,393
12/26/2021,13,-141,416
12/26/2021,14,-192,362
12/26/2021,15,-260,199
12/26/2021,16,-354,237
12/26/2021,17,-47,200
12/26/2021,18,-54,258
12/26/2021,19,186,260
12/26/2021,20,93,237
12/26/2021,21,268,245
12/26/2021,22,27,224
12/26/2021,23,484,159
12/26/2021,24,281,191
12/27/2021,1,462,191
12/27/2021,2,323,159
12/27/2021,3,219,188
12/27/2021,4,41,186
12/27/2021,5,-280,178
12/27/2021,6,-334,162
12/27/2021,7,-244,234
12/27/2021,8,-218,205
12/27/2021,9,-287,203
12/27/2021,10,-355,239
12/27/2021,11,-345,210
12/27/2021,12,-334,220
12/27/2021,13,-278,233
12/27/2021,14,-266,218
12/27/2021,15,-363,218
12/27/2021,16,-403,258
12/27/2021,17,-288,232
12/27/2021,18,-319,253
12/27/2021,19,-393,284
12/27/2021,20,-339,263
12/27/2021,21,-384,238
12/27/2021,22,-292,205
12/27/2021,23,309,266
12/27/2021,24,287,236
12/28/2021,1,262,242
12/28/2021,2,365,302
12/28/2021,3,456,341
12/28/2021,4,369,343
12/28/2021,5,-279,314
12/28/2021,6,-530,352
12/28/2021,7,-191,366
12/28/2021,8,-218,408
12/28/2021,9,-357,448
12/28/2021,10,-398,446
12/28/2021,11,-454,416
12/28/2021,12,-483,440
12/28/2021,13,-545,465
12/28/2021,14,-497,443
12/28/2021,15,-442,405
12/28/2021,16,-403,425
12/28/2021,17,-244,414
12/28/2021,18,-324,458
12/28/2021,19,-170,437
12/28/2021,20,-200,428
12/28/2021,21,-152,446
12/28/2021,22,-286,430
12/28/2021,23,-220,382
12/28/2021,24,443,409
12/29/2021,1,643,401
12/29/2021,2,932,227
12/29/2021,3,786,317
12/29/2021,4,775,352
12/29/2021,5,248,291
12/29/2021,6,-211,361
12/29/2021,7,-267,486
12/29/2021,8,-262,432
12/29/2021,9,-284,406
12/29/2021,10,-453,412
12/29/2021,11,-493,415
12/29/2021,12,-553,403
12/29/2021,13,-717,377
12/29/2021,14,-621,353
12/29/2021,15,-559,391
12/29/2021,16,-259,368
12/29/2021,17,51,319
12/29/2021,18,146,387
12/29/2021,19,90,389
12/29/2021,20,112,401
12/29/2021,21,3,273
12/29/2021,22,-63,386
12/29/2021,23,14,391
12/29/2021,24,647,317
12/30/2021,1,661,260
12/30/2021,2,706,236
12/30/2021,3,498,176
12/30/2021,4,517,230
12/30/2021,5,823,235
12/30/2021,6,15,506
12/30/2021,7,33,545
12/30/2021,8,39,527
12/30/2021,9,-75,305
12/30/2021,10,-348,293
12/30/2021,11,-380,507
12/30/2021,12,-453,514
12/30/2021,13,-482,504
12/30/2021,14,-469,506
12/30/2021,15,-606,523
12/30/2021,16,-264,465
12/30/2021,17,-57,453
12/30/2021,18,-80,498
12/30/2021,19,62,465
12/30/2021,20,0,452
12/30/2021,21,-69,475
12/30/2021,22,-104,488
12/30/2021,23,-94,511
12/30/2021,24,401,375
12/31/2021,1,1130,354
12/31/2021,2,1132,356
12/31/2021,3,1162,333
12/31/2021,4,1193,334
12/31/2021,5,1137,332
12/31/2021,6,606,329
12/31/2021,7,730,480
12/31/2021,8,292,490
12/31/2021,9,-92,475
12/31/2021,10,-399,480
