date,hour,US,AB
01/01/2018,1,2203,98
01/01/2018,2,2231,97
01/01/2018,3,2172,79
01/01/2018,4,1902,85
01/01/2018,5,1870,84
01/01/2018,6,2064,116
01/01/2018,7,1887,228
01/01/2018,8,1851,273
01/01/2018,9,1329,282
01/01/2018,10,32,184
01/01/2018,11,-210,118
01/01/2018,12,-210,94
01/01/2018,13,-243,111
01/01/2018,14,-218,91
01/01/2018,15,-49,116
01/01/2018,16,1138,226
01/01/2018,17,1147,211
01/01/2018,18,1357,153
01/01/2018,19,1449,105
01/01/2018,20,1363,94
01/01/2018,21,1422,93
01/01/2018,22,1231,108
01/01/2018,23,1129,138
01/01/2018,24,1623,120
01/02/2018,1,1932,116
01/02/2018,2,2013,79
01/02/2018,3,1949,58
01/02/2018,4,1679,46
01/02/2018,5,1851,51
01/02/2018,6,1783,40
01/02/2018,7,1321,82
01/02/2018,8,1293,67
01/02/2018,9,887,113
01/02/2018,10,622,136
01/02/2018,11,835,139
01/02/2018,12,868,116
01/02/2018,13,835,116
01/02/2018,14,1036,103
01/02/2018,15,617,104
01/02/2018,16,692,213
01/02/2018,17,1058,230
01/02/2018,18,1019,112
01/02/2018,19,1179,129
01/02/2018,20,1299,104
01/02/2018,21,1286,95
01/02/2018,22,1048,90
01/02/2018,23,1281,67
01/02/2018,24,1580,18
01/03/2018,1,1926,2
01/03/2018,2,1910,-7
01/03/2018,3,1640,-15
01/03/2018,4,1605,-12
01/03/2018,5,1818,-24
01/03/2018,6,1375,-29
01/03/2018,7,1194,19
01/03/2018,8,1086,-19
01/03/2018,9,846,49
01/03/2018,10,398,43
01/03/2018,11,432,40
01/03/2018,12,633,54
01/03/2018,13,741,34
01/03/2018,14,735,49
01/03/2018,15,781,64
01/03/2018,16,611,52
01/03/2018,17,988,21
01/03/2018,18,984,53
01/03/2018,19,1194,41
01/03/2018,20,1256,52
01/03/2018,21,1132,22
01/03/2018,22,1097,-12
01/03/2018,23,1112,29
01/03/2018,24,1621,5
01/04/2018,1,1922,-19
01/04/2018,2,1850,26
01/04/2018,3,1984,41
01/04/2018,4,2109,-1
01/04/2018,5,2064,13
01/04/2018,6,1691,-16
01/04/2018,7,1718,56
01/04/2018,8,1880,60
01/04/2018,9,1692,27
01/04/2018,10,803,36
01/04/2018,11,-249,37
01/04/2018,12,-510,13
01/04/2018,13,-654,85
01/04/2018,14,-294,116
01/04/2018,15,338,106
01/04/2018,16,867,119
01/04/2018,17,1550,83
01/04/2018,18,1640,47
01/04/2018,19,1461,89
01/04/2018,20,1388,89
01/04/2018,21,1365,47
01/04/2018,22,1278,38
01/04/2018,23,1405,27
01/04/2018,24,1315,5
01/05/2018,1,1174,29
01/05/2018,2,982,26
01/05/2018,3,596,22
01/05/2018,4,618,19
01/05/2018,5,1057,30
01/05/2018,6,966,81
01/05/2018,7,1226,83
01/05/2018,8,1211,70
01/05/2018,9,1317,74
01/05/2018,10,1260,153
01/05/2018,11,1055,206
01/05/2018,12,956,208
01/05/2018,13,1011,195
01/05/2018,14,1047,198
01/05/2018,15,1689,205
01/05/2018,16,1193,230
01/05/2018,17,1056,195
01/05/2018,18,1055,209
01/05/2018,19,1071,213
01/05/2018,20,929,66
01/05/2018,21,804,-7
01/05/2018,22,896,3
01/05/2018,23,572,-54
01/05/2018,24,508,-12
01/06/2018,1,634,-15
01/06/2018,2,468,-27
01/06/2018,3,143,-9
01/06/2018,4,-88,5
01/06/2018,5,-185,-4
01/06/2018,6,333,-4
01/06/2018,7,138,59
01/06/2018,8,356,-28
01/06/2018,9,50,-2
01/06/2018,10,-432,-54
01/06/2018,11,-743,6
01/06/2018,12,-778,9
01/06/2018,13,-729,-6
01/06/2018,14,-815,-19
01/06/2018,15,-883,-37
01/06/2018,16,-635,39
01/06/2018,17,217,82
01/06/2018,18,782,112
01/06/2018,19,814,91
01/06/2018,20,686,34
01/06/2018,21,342,56
01/06/2018,22,-52,43
01/06/2018,23,-169,5
01/06/2018,24,-395,89
01/07/2018,1,-111,62
01/07/2018,2,-310,45
01/07/2018,3,-460,41
01/07/2018,4,-347,23
01/07/2018,5,-217,50
01/07/2018,6,-11,45
01/07/2018,7,306,63
01/07/2018,8,245,91
01/07/2018,9,-501,0
01/07/2018,10,-717,-6
01/07/2018,11,-797,42
01/07/2018,12,-778,16
01/07/2018,13,-834,37
01/07/2018,14,-830,18
01/07/2018,15,-821,47
01/07/2018,16,-299,90
01/07/2018,17,891,221
01/07/2018,18,1251,335
01/07/2018,19,1274,249
01/07/2018,20,1387,77
01/07/2018,21,1295,63
01/07/2018,22,1070,62
01/07/2018,23,405,-16
01/07/2018,24,-321,-12
01/08/2018,1,-190,-15
01/08/2018,2,-566,-9
01/08/2018,3,-597,-14
01/08/2018,4,-553,-14
01/08/2018,5,-212,-4
01/08/2018,6,183,68
01/08/2018,7,527,191
01/08/2018,8,984,195
01/08/2018,9,801,204
01/08/2018,10,960,164
01/08/2018,11,1098,179
01/08/2018,12,1062,170
01/08/2018,13,968,270
01/08/2018,14,878,238
01/08/2018,15,641,155
01/08/2018,16,237,264
01/08/2018,17,722,545
01/08/2018,18,1032,306
01/08/2018,19,886,204
01/08/2018,20,742,152
01/08/2018,21,779,111
01/08/2018,22,386,56
01/08/2018,23,-164,3
01/08/2018,24,-315,32
01/09/2018,1,-322,90
01/09/2018,2,-465,98
01/09/2018,3,-656,101
01/09/2018,4,-609,27
01/09/2018,5,-387,93
01/09/2018,6,198,33
01/09/2018,7,633,169
01/09/2018,8,470,193
01/09/2018,9,508,242
01/09/2018,10,904,275
01/09/2018,11,701,259
01/09/2018,12,252,291
01/09/2018,13,87,288
01/09/2018,14,-157,344
01/09/2018,15,-396,346
01/09/2018,16,192,363
01/09/2018,17,130,358
01/09/2018,18,-143,396
01/09/2018,19,-158,300
01/09/2018,20,79,238
01/09/2018,21,110,217
01/09/2018,22,-13,204
01/09/2018,23,-23,83
01/09/2018,24,-687,135
01/10/2018,1,-1617,201
01/10/2018,2,-1795,244
01/10/2018,3,-1764,267
01/10/2018,4,-1458,271
01/10/2018,5,-1222,256
01/10/2018,6,-739,237
01/10/2018,7,-25,196
01/10/2018,8,195,197
01/10/2018,9,-385,253
01/10/2018,10,-976,424
01/10/2018,11,-1006,420
01/10/2018,12,-966,421
01/10/2018,13,-1027,430
01/10/2018,14,-1078,433
01/10/2018,15,-1100,425
01/10/2018,16,-560,511
01/10/2018,17,12,619
01/10/2018,18,190,682
01/10/2018,19,311,694
01/10/2018,20,281,665
01/10/2018,21,195,378
01/10/2018,22,201,290
01/10/2018,23,280,254
01/10/2018,24,44,357
01/11/2018,1,-852,316
01/11/2018,2,-1027,328
01/11/2018,3,-1398,302
01/11/2018,4,-1415,311
01/11/2018,5,-907,348
01/11/2018,6,-96,410
01/11/2018,7,-40,436
01/11/2018,8,223,378
01/11/2018,9,183,273
01/11/2018,10,-224,313
01/11/2018,11,-617,447
01/11/2018,12,-595,585
01/11/2018,13,-618,590
01/11/2018,14,-624,576
01/11/2018,15,-725,596
01/11/2018,16,116,566
01/11/2018,17,31,549
01/11/2018,18,-216,526
01/11/2018,19,-314,601
01/11/2018,20,-345,588
01/11/2018,21,-461,412
01/11/2018,22,-374,345
01/11/2018,23,-329,419
01/11/2018,24,-602,414
01/12/2018,1,-746,530
01/12/2018,2,-1232,535
01/12/2018,3,-1447,580
01/12/2018,4,-1463,588
01/12/2018,5,-1036,577
01/12/2018,6,-398,579
01/12/2018,7,-31,563
01/12/2018,8,-213,557
01/12/2018,9,-269,500
01/12/2018,10,-91,480
01/12/2018,11,-290,460
01/12/2018,12,-549,476
01/12/2018,13,-561,428
01/12/2018,14,-602,457
01/12/2018,15,-243,421
01/12/2018,16,100,416
01/12/2018,17,241,442
01/12/2018,18,-158,436
01/12/2018,19,-143,449
01/12/2018,20,-173,444
01/12/2018,21,-78,453
01/12/2018,22,20,438
01/12/2018,23,83,440
01/12/2018,24,-146,394
01/13/2018,1,-85,410
01/13/2018,2,-516,428
01/13/2018,3,-686,397
01/13/2018,4,-749,400
01/13/2018,5,-719,409
01/13/2018,6,-390,422
01/13/2018,7,338,485
01/13/2018,8,132,478
01/13/2018,9,-758,485
01/13/2018,10,-925,485
01/13/2018,11,-979,484
01/13/2018,12,-993,481
01/13/2018,13,-1022,495
01/13/2018,14,-1041,504
01/13/2018,15,-849,495
01/13/2018,16,-239,475
01/13/2018,17,346,471
01/13/2018,18,294,518
01/13/2018,19,234,722
01/13/2018,20,113,681
01/13/2018,21,498,295
01/13/2018,22,162,164
01/13/2018,23,146,258
01/13/2018,24,-348,238
01/14/2018,1,-495,241
01/14/2018,2,-1117,155
01/14/2018,3,-954,146
01/14/2018,4,-1044,138
01/14/2018,5,-845,95
01/14/2018,6,-741,79
01/14/2018,7,-373,283
01/14/2018,8,-500,356
01/14/2018,9,-1526,357
01/14/2018,10,-1704,438
01/14/2018,11,-1703,616
01/14/2018,12,-1662,632
01/14/2018,13,-1695,644
01/14/2018,14,-1571,595
01/14/2018,15,-1623,694
01/14/2018,16,-873,681
01/14/2018,17,106,680
01/14/2018,18,340,684
01/14/2018,19,412,699
01/14/2018,20,488,510
01/14/2018,21,557,484
01/14/2018,22,446,627
01/14/2018,23,221,402
01/14/2018,24,-459,403
01/15/2018,1,-1461,391
01/15/2018,2,-1561,401
01/15/2018,3,-1620,393
01/15/2018,4,-1525,412
01/15/2018,5,-1155,408
01/15/2018,6,-744,423
01/15/2018,7,150,646
01/15/2018,8,246,668
01/15/2018,9,315,724
01/15/2018,10,-358,706
01/15/2018,11,-613,667
01/15/2018,12,-738,683
01/15/2018,13,-723,684
01/15/2018,14,-567,668
01/15/2018,15,-264,673
01/15/2018,16,596,635
01/15/2018,17,305,497
01/15/2018,18,514,519
01/15/2018,19,584,508
01/15/2018,20,501,571
01/15/2018,21,439,556
01/15/2018,22,76,617
01/15/2018,23,165,405
01/15/2018,24,-331,111
01/16/2018,1,-1337,138
01/16/2018,2,-1261,146
01/16/2018,3,-1425,166
01/16/2018,4,-1577,133
01/16/2018,5,-1362,108
01/16/2018,6,-389,164
01/16/2018,7,471,36
01/16/2018,8,764,-31
01/16/2018,9,1189,-3
01/16/2018,10,411,-7
01/16/2018,11,-187,-2
01/16/2018,12,-439,-20
01/16/2018,13,-853,-1
01/16/2018,14,-891,-10
01/16/2018,15,-851,-11
01/16/2018,16,324,17
01/16/2018,17,81,402
01/16/2018,18,469,464
01/16/2018,19,485,505
01/16/2018,20,355,473
01/16/2018,21,122,360
01/16/2018,22,198,336
01/16/2018,23,108,87
01/16/2018,24,-186,65
01/17/2018,1,-755,41
01/17/2018,2,-1022,35
01/17/2018,3,-1202,35
01/17/2018,4,-1200,53
01/17/2018,5,-997,53
01/17/2018,6,-513,194
01/17/2018,7,180,298
01/17/2018,8,365,222
01/17/2018,9,230,252
01/17/2018,10,-386,615
01/17/2018,11,-676,639
01/17/2018,12,-666,634
01/17/2018,13,-565,377
01/17/2018,14,-600,341
01/17/2018,15,-504,384
01/17/2018,16,-281,345
01/17/2018,17,-260,314
01/17/2018,18,288,238
01/17/2018,19,320,252
01/17/2018,20,132,252
01/17/2018,21,-24,254
01/17/2018,22,-320,308
01/17/2018,23,-448,334
01/17/2018,24,-843,359
01/18/2018,1,-938,385
01/18/2018,2,-1019,370
01/18/2018,3,-1168,239
01/18/2018,4,-1188,244
01/18/2018,5,-1043,285
01/18/2018,6,-671,345
01/18/2018,7,-31,352
01/18/2018,8,29,290
01/18/2018,9,-209,265
01/18/2018,10,-199,287
01/18/2018,11,-647,284
01/18/2018,12,-754,252
01/18/2018,13,-729,296
01/18/2018,14,-601,197
01/18/2018,15,-555,243
01/18/2018,16,-429,163
01/18/2018,17,-169,146
01/18/2018,18,164,148
01/18/2018,19,13,155
01/18/2018,20,-143,151
01/18/2018,21,10,158
01/18/2018,22,-219,163
01/18/2018,23,-504,67
01/18/2018,24,-871,71
01/19/2018,1,-813,39
01/19/2018,2,-1112,37
01/19/2018,3,-1366,39
01/19/2018,4,-1325,80
01/19/2018,5,-936,159
01/19/2018,6,-417,206
01/19/2018,7,144,94
01/19/2018,8,276,106
01/19/2018,9,408,128
01/19/2018,10,-85,232
01/19/2018,11,-667,20
01/19/2018,12,-898,25
01/19/2018,13,-959,88
01/19/2018,14,-1074,169
01/19/2018,15,-1125,184
01/19/2018,16,-647,153
01/19/2018,17,-498,220
01/19/2018,18,-160,247
01/19/2018,19,-113,250
01/19/2018,20,-189,93
01/19/2018,21,-339,6
01/19/2018,22,-650,8
01/19/2018,23,-508,58
01/19/2018,24,-742,66
01/20/2018,1,-664,32
01/20/2018,2,-1126,24
01/20/2018,3,-1339,26
01/20/2018,4,-1434,65
01/20/2018,5,-1194,155
01/20/2018,6,-823,118
01/20/2018,7,-211,201
01/20/2018,8,21,102
01/20/2018,9,-804,41
01/20/2018,10,-1237,156
01/20/2018,11,-1306,185
01/20/2018,12,-1384,202
01/20/2018,13,-1499,234
01/20/2018,14,-1520,227
01/20/2018,15,-1612,200
01/20/2018,16,-1493,281
01/20/2018,17,-602,291
01/20/2018,18,-174,201
01/20/2018,19,-124,218
01/20/2018,20,325,124
01/20/2018,21,168,104
01/20/2018,22,99,15
01/20/2018,23,-523,28
01/20/2018,24,-520,40
01/21/2018,1,123,-13
01/21/2018,2,-96,10
01/21/2018,3,-209,-11
01/21/2018,4,-134,-9
01/21/2018,5,-66,57
01/21/2018,6,395,60
01/21/2018,7,936,78
01/21/2018,8,646,63
01/21/2018,9,-291,68
01/21/2018,10,-1452,83
01/21/2018,11,-1671,76
01/21/2018,12,-1791,95
01/21/2018,13,-1771,160
01/21/2018,14,-1807,191
01/21/2018,15,-1786,169
01/21/2018,16,-741,226
01/21/2018,17,-36,103
01/21/2018,18,329,54
01/21/2018,19,489,30
01/21/2018,20,593,31
01/21/2018,21,591,30
01/21/2018,22,851,26
01/21/2018,23,156,-2
01/21/2018,24,-280,-1
01/22/2018,1,-915,-7
01/22/2018,2,-1045,-2
01/22/2018,3,-1194,14
01/22/2018,4,-1189,14
01/22/2018,5,-1021,61
01/22/2018,6,-415,9
01/22/2018,7,86,33
01/22/2018,8,295,41
01/22/2018,9,-123,79
01/22/2018,10,-402,52
01/22/2018,11,-912,50
01/22/2018,12,-1336,59
01/22/2018,13,-1574,131
01/22/2018,14,-1631,144
01/22/2018,15,-1141,166
01/22/2018,16,-415,140
01/22/2018,17,-364,124
01/22/2018,18,114,126
01/22/2018,19,367,9
01/22/2018,20,355,-3
01/22/2018,21,21,-4
01/22/2018,22,-61,-21
01/22/2018,23,275,6
01/22/2018,24,13,-13
01/23/2018,1,-467,18
01/23/2018,2,-847,-1
01/23/2018,3,-1179,-6
01/23/2018,4,-1045,10
01/23/2018,5,-983,-8
01/23/2018,6,9,1
01/23/2018,7,1191,53
01/23/2018,8,1169,57
01/23/2018,9,458,-126
01/23/2018,10,-583,50
01/23/2018,11,-832,41
01/23/2018,12,-861,44
01/23/2018,13,-932,64
01/23/2018,14,-929,56
01/23/2018,15,-789,43
01/23/2018,16,-178,49
01/23/2018,17,363,53
01/23/2018,18,1113,60
01/23/2018,19,1219,31
01/23/2018,20,901,60
01/23/2018,21,779,73
01/23/2018,22,670,8
01/23/2018,23,-34,15
01/23/2018,24,-545,21
01/24/2018,1,-1400,-2
01/24/2018,2,-1900,-14
01/24/2018,3,-1935,-1
01/24/2018,4,-1943,-9
01/24/2018,5,-1801,-12
01/24/2018,6,-524,-1
01/24/2018,7,818,113
01/24/2018,8,713,60
01/24/2018,9,507,69
01/24/2018,10,-303,52
01/24/2018,11,-691,158
01/24/2018,12,-663,159
01/24/2018,13,-702,178
01/24/2018,14,-733,180
01/24/2018,15,-714,163
01/24/2018,16,-513,138
01/24/2018,17,-140,111
01/24/2018,18,60,149
01/24/2018,19,12,134
01/24/2018,20,226,109
01/24/2018,21,75,70
01/24/2018,22,-164,11
01/24/2018,23,-1052,18
01/24/2018,24,-1404,23
01/25/2018,1,-699,79
01/25/2018,2,-1226,101
01/25/2018,3,-1205,58
01/25/2018,4,-1199,27
01/25/2018,5,-850,42
01/25/2018,6,-65,-6
01/25/2018,7,631,73
01/25/2018,8,736,148
01/25/2018,9,373,137
01/25/2018,10,-227,155
01/25/2018,11,-527,152
01/25/2018,12,-653,124
01/25/2018,13,-636,99
01/25/2018,14,-856,83
01/25/2018,15,-901,131
01/25/2018,16,-674,109
01/25/2018,17,-22,130
01/25/2018,18,139,99
01/25/2018,19,114,100
01/25/2018,20,186,103
01/25/2018,21,124,109
01/25/2018,22,152,86
01/25/2018,23,-399,76
01/25/2018,24,-912,25
01/26/2018,1,-1684,128
01/26/2018,2,-1814,141
01/26/2018,3,-1940,183
01/26/2018,4,-1849,156
01/26/2018,5,-1437,148
01/26/2018,6,-699,130
01/26/2018,7,323,155
01/26/2018,8,312,147
01/26/2018,9,43,186
01/26/2018,10,-33,120
01/26/2018,11,-556,142
01/26/2018,12,-790,166
01/26/2018,13,-1020,207
01/26/2018,14,-1116,242
01/26/2018,15,-1095,192
01/26/2018,16,-720,233
01/26/2018,17,-35,345
01/26/2018,18,266,263
01/26/2018,19,389,146
01/26/2018,20,450,117
01/26/2018,21,421,132
01/26/2018,22,63,242
01/26/2018,23,-202,166
01/26/2018,24,-256,130
01/27/2018,1,-431,109
01/27/2018,2,-674,127
01/27/2018,3,-908,151
01/27/2018,4,-933,149
01/27/2018,5,-972,162
01/27/2018,6,-305,192
01/27/2018,7,504,178
01/27/2018,8,424,207
01/27/2018,9,730,216
01/27/2018,10,-788,331
01/27/2018,11,-862,330
01/27/2018,12,-1047,331
01/27/2018,13,-1256,396
01/27/2018,14,-1384,393
01/27/2018,15,-1414,430
01/27/2018,16,-1213,422
01/27/2018,17,-453,416
01/27/2018,18,-195,482
01/27/2018,19,-334,498
01/27/2018,20,283,501
01/27/2018,21,417,280
01/27/2018,22,152,218
01/27/2018,23,-541,170
01/27/2018,24,-728,205
01/28/2018,1,47,263
01/28/2018,2,-83,318
01/28/2018,3,-157,323
01/28/2018,4,25,252
01/28/2018,5,158,275
01/28/2018,6,544,244
01/28/2018,7,496,185
01/28/2018,8,417,229
01/28/2018,9,-417,227
01/28/2018,10,-909,440
01/28/2018,11,-1458,461
01/28/2018,12,-1415,453
01/28/2018,13,-1413,453
01/28/2018,14,-1452,447
01/28/2018,15,-1407,445
01/28/2018,16,-1297,448
01/28/2018,17,61,465
01/28/2018,18,733,524
01/28/2018,19,701,588
01/28/2018,20,716,499
01/28/2018,21,510,415
01/28/2018,22,150,232
01/28/2018,23,-1,259
01/28/2018,24,-655,188
01/29/2018,1,-649,98
01/29/2018,2,-631,84
01/29/2018,3,-704,99
01/29/2018,4,-721,109
01/29/2018,5,-497,95
01/29/2018,6,-92,170
01/29/2018,7,630,372
01/29/2018,8,739,292
01/29/2018,9,192,272
01/29/2018,10,47,303
01/29/2018,11,-440,189
01/29/2018,12,-589,144
01/29/2018,13,-568,109
01/29/2018,14,-504,163
01/29/2018,15,-630,182
01/29/2018,16,-433,218
01/29/2018,17,-441,274
01/29/2018,18,65,279
01/29/2018,19,206,308
01/29/2018,20,69,265
01/29/2018,21,-152,264
01/29/2018,22,-657,151
01/29/2018,23,-615,58
01/29/2018,24,-764,76
01/30/2018,1,-1030,73
01/30/2018,2,-1070,81
01/30/2018,3,-1391,129
01/30/2018,4,-1281,158
01/30/2018,5,-861,106
01/30/2018,6,-440,163
01/30/2018,7,106,158
01/30/2018,8,244,150
01/30/2018,9,-277,237
01/30/2018,10,28,416
01/30/2018,11,-551,477
01/30/2018,12,-693,343
01/30/2018,13,-958,339
01/30/2018,14,-983,432
01/30/2018,15,-819,384
01/30/2018,16,-583,379
01/30/2018,17,-56,423
01/30/2018,18,305,453
01/30/2018,19,255,264
01/30/2018,20,284,231
01/30/2018,21,6,143
01/30/2018,22,-102,161
01/30/2018,23,-410,108
01/30/2018,24,-825,44
01/31/2018,1,-373,53
01/31/2018,2,-421,65
01/31/2018,3,-630,57
01/31/2018,4,-629,24
01/31/2018,5,-109,39
01/31/2018,6,-117,102
01/31/2018,7,543,209
01/31/2018,8,665,312
01/31/2018,9,-159,362
01/31/2018,10,-106,341
01/31/2018,11,-661,316
01/31/2018,12,-718,341
01/31/2018,13,-727,335
01/31/2018,14,-835,378
01/31/2018,15,-880,399
01/31/2018,16,-1001,364
01/31/2018,17,181,298
01/31/2018,18,1209,304
01/31/2018,19,962,303
01/31/2018,20,692,290
01/31/2018,21,536,217
01/31/2018,22,460,208
01/31/2018,23,61,177
01/31/2018,24,-351,159
02/01/2018,1,-356,219
02/01/2018,2,-816,315
02/01/2018,3,-960,350
02/01/2018,4,-1123,346
02/01/2018,5,-517,315
02/01/2018,6,-200,315
02/01/2018,7,485,479
02/01/2018,8,625,500
02/01/2018,9,183,534
02/01/2018,10,-512,596
02/01/2018,11,-983,694
02/01/2018,12,-1146,747
02/01/2018,13,-950,668
02/01/2018,14,-925,689
02/01/2018,15,-772,663
02/01/2018,16,460,656
02/01/2018,17,490,644
02/01/2018,18,1021,639
02/01/2018,19,842,702
02/01/2018,20,722,641
02/01/2018,21,666,581
02/01/2018,22,358,625
02/01/2018,23,-82,460
02/01/2018,24,-733,449
02/02/2018,1,-1607,417
02/02/2018,2,-1837,440
02/02/2018,3,-1617,426
02/02/2018,4,-1661,447
02/02/2018,5,-1508,448
02/02/2018,6,-1114,404
02/02/2018,7,-548,451
02/02/2018,8,-495,485
02/02/2018,9,-818,496
02/02/2018,10,-904,529
02/02/2018,11,-985,467
02/02/2018,12,-1050,465
02/02/2018,13,-1172,464
02/02/2018,14,-1250,475
02/02/2018,15,-1400,502
02/02/2018,16,-1494,440
02/02/2018,17,-1744,459
02/02/2018,18,-1234,473
02/02/2018,19,-1358,496
02/02/2018,20,-1376,490
02/02/2018,21,-1588,463
02/02/2018,22,-1612,449
02/02/2018,23,-1934,431
02/02/2018,24,-1777,608
02/03/2018,1,-1757,636
02/03/2018,2,-1650,659
02/03/2018,3,-1718,728
02/03/2018,4,-1699,706
02/03/2018,5,-1673,683
02/03/2018,6,-1642,681
02/03/2018,7,-969,714
02/03/2018,8,-1019,724
02/03/2018,9,-1175,697
02/03/2018,10,-1572,643
02/03/2018,11,-1809,684
02/03/2018,12,-1950,658
02/03/2018,13,-2253,669
02/03/2018,14,-2351,681
02/03/2018,15,-2314,649
02/03/2018,16,-2107,636
02/03/2018,17,-1443,660
02/03/2018,18,-1276,622
02/03/2018,19,-1198,637
02/03/2018,20,-1291,648
02/03/2018,21,-1168,676
02/03/2018,22,-1273,624
02/03/2018,23,-1670,615
02/03/2018,24,-1790,655
02/04/2018,1,-1718,650
02/04/2018,2,-1698,675
02/04/2018,3,-1607,671
02/04/2018,4,-1574,703
02/04/2018,5,-1513,707
02/04/2018,6,-1434,692
02/04/2018,7,-1227,677
02/04/2018,8,-1128,669
02/04/2018,9,-1575,627
02/04/2018,10,-1871,588
02/04/2018,11,-1910,617
02/04/2018,12,-1910,515
02/04/2018,13,-1919,503
02/04/2018,14,-1893,488
02/04/2018,15,-1941,528
02/04/2018,16,-1670,519
02/04/2018,17,-1574,497
02/04/2018,18,-1314,481
02/04/2018,19,-1145,491
02/04/2018,20,-1231,463
02/04/2018,21,-1464,554
02/04/2018,22,-1284,665
02/04/2018,23,-1420,661
02/04/2018,24,-1596,670
02/05/2018,1,-1455,679
02/05/2018,2,-1507,664
02/05/2018,3,-1510,652
02/05/2018,4,-1342,655
02/05/2018,5,-1251,626
02/05/2018,6,-1340,731
02/05/2018,7,-839,717
02/05/2018,8,-1283,797
02/05/2018,9,-1666,765
02/05/2018,10,-2136,611
02/05/2018,11,-2268,622
02/05/2018,12,-2147,592
02/05/2018,13,-2248,619
02/05/2018,14,-2342,627
02/05/2018,15,-2312,625
02/05/2018,16,-1946,633
02/05/2018,17,-1501,673
02/05/2018,18,-1190,691
02/05/2018,19,-1123,638
02/05/2018,20,-1455,708
02/05/2018,21,-1489,715
02/05/2018,22,-1570,679
02/05/2018,23,-1394,647
02/05/2018,24,-1491,705
02/06/2018,1,-1580,661
02/06/2018,2,-1614,679
02/06/2018,3,-1769,660
02/06/2018,4,-1852,661
02/06/2018,5,-1746,661
02/06/2018,6,-1019,626
02/06/2018,7,-719,595
02/06/2018,8,-758,614
02/06/2018,9,-1270,674
02/06/2018,10,-1977,386
02/06/2018,11,-1994,625
02/06/2018,12,-2057,606
02/06/2018,13,-2137,345
02/06/2018,14,-2094,309
02/06/2018,15,-2131,298
02/06/2018,16,-1907,280
02/06/2018,17,-1164,369
02/06/2018,18,-780,676
02/06/2018,19,-833,769
02/06/2018,20,-1281,780
02/06/2018,21,-1161,450
02/06/2018,22,-1209,464
02/06/2018,23,-1066,307
02/06/2018,24,-1583,621
02/07/2018,1,-1597,688
02/07/2018,2,-1706,731
02/07/2018,3,-1747,749
02/07/2018,4,-1880,751
02/07/2018,5,-1772,749
02/07/2018,6,-1448,748
02/07/2018,7,-158,691
02/07/2018,8,-114,604
02/07/2018,9,-1164,670
02/07/2018,10,-1384,354
02/07/2018,11,-1552,639
02/07/2018,12,-1627,668
02/07/2018,13,-1715,614
02/07/2018,14,-1815,662
02/07/2018,15,-1742,673
02/07/2018,16,-1500,634
02/07/2018,17,-868,692
02/07/2018,18,-751,451
02/07/2018,19,-890,738
02/07/2018,20,-826,760
02/07/2018,21,-924,730
02/07/2018,22,-1242,761
02/07/2018,23,-1512,720
02/07/2018,24,-1972,699
02/08/2018,1,-1688,628
02/08/2018,2,-1664,608
02/08/2018,3,-1680,602
02/08/2018,4,-1602,614
02/08/2018,5,-1565,643
02/08/2018,6,-1353,641
02/08/2018,7,-621,713
02/08/2018,8,-1264,744
02/08/2018,9,-1455,771
02/08/2018,10,-2290,752
02/08/2018,11,-2047,743
02/08/2018,12,-1899,620
02/08/2018,13,-2305,623
02/08/2018,14,-2376,623
02/08/2018,15,-2323,598
02/08/2018,16,-2075,567
02/08/2018,17,-1558,551
02/08/2018,18,-1259,548
02/08/2018,19,-1371,550
02/08/2018,20,-1407,550
02/08/2018,21,-1510,527
02/08/2018,22,-1685,550
02/08/2018,23,-1860,644
02/08/2018,24,-1606,665
02/09/2018,1,-1368,651
02/09/2018,2,-1351,639
02/09/2018,3,-1544,623
02/09/2018,4,-1532,633
02/09/2018,5,-1186,641
02/09/2018,6,-491,656
02/09/2018,7,743,715
02/09/2018,8,681,745
02/09/2018,9,45,736
02/09/2018,10,-1465,601
02/09/2018,11,-1648,596
02/09/2018,12,-1645,596
02/09/2018,13,-1636,611
02/09/2018,14,-1621,429
02/09/2018,15,-1622,520
02/09/2018,16,-1210,551
02/09/2018,17,-11,540
02/09/2018,18,147,517
02/09/2018,19,212,533
02/09/2018,20,40,533
02/09/2018,21,-9,532
02/09/2018,22,-222,536
02/09/2018,23,-779,568
02/09/2018,24,-767,623
02/10/2018,1,-1161,647
02/10/2018,2,-1215,658
02/10/2018,3,-1304,642
02/10/2018,4,-1489,628
02/10/2018,5,-1353,631
02/10/2018,6,-1072,727
02/10/2018,7,10,678
02/10/2018,8,-351,631
02/10/2018,9,-164,647
02/10/2018,10,-984,632
02/10/2018,11,-1050,656
02/10/2018,12,-1250,646
02/10/2018,13,-1230,658
02/10/2018,14,-1319,662
02/10/2018,15,-1284,647
02/10/2018,16,-895,644
02/10/2018,17,-463,603
02/10/2018,18,71,644
02/10/2018,19,538,645
02/10/2018,20,531,632
02/10/2018,21,-24,641
02/10/2018,22,-92,617
02/10/2018,23,-937,638
02/10/2018,24,-955,655
02/11/2018,1,-326,665
02/11/2018,2,-107,644
02/11/2018,3,-86,637
02/11/2018,4,-96,635
02/11/2018,5,-76,647
02/11/2018,6,-7,666
02/11/2018,7,389,674
02/11/2018,8,379,657
