date,hour,elec_net_MW
07/16/2020,22,6924
07/16/2020,23,6607
07/16/2020,24,6142
07/17/2020,1,5765
07/17/2020,2,5538
07/17/2020,3,5404
07/17/2020,4,5325
07/17/2020,5,5349
07/17/2020,6,5477
07/17/2020,7,5788
07/17/2020,8,6308
07/17/2020,9,6704
07/17/2020,10,6915
07/17/2020,11,7047
07/17/2020,12,7125
07/17/2020,13,7158
07/17/2020,14,7183
07/17/2020,15,7152
07/17/2020,16,7097
07/17/2020,17,7150
07/17/2020,18,7196
07/17/2020,19,7121
07/17/2020,20,6917
07/17/2020,21,6744
07/17/2020,22,6705
07/17/2020,23,6455
07/17/2020,24,6057
07/18/2020,1,5640
07/18/2020,2,5387
07/18/2020,3,5300
07/18/2020,4,5233
07/18/2020,5,5214
07/18/2020,6,5263
07/18/2020,7,5392
07/18/2020,8,5734
07/18/2020,9,6121
07/18/2020,10,6479
07/18/2020,11,6723
07/18/2020,12,6860
07/18/2020,13,6915
07/18/2020,14,6952
07/18/2020,15,6945
07/18/2020,16,6961
07/18/2020,17,7072
07/18/2020,18,7178
07/18/2020,19,7124
07/18/2020,20,6939
07/18/2020,21,6773
07/18/2020,22,6596
07/18/2020,23,6448
07/18/2020,24,6034
07/19/2020,1,5683
07/19/2020,2,5490
07/19/2020,3,5376
07/19/2020,4,5280
07/19/2020,5,5252
07/19/2020,6,5230
07/19/2020,7,5318
07/19/2020,8,5558
07/19/2020,9,5958
07/19/2020,10,6336
07/19/2020,11,6616
07/19/2020,12,6820
07/19/2020,13,6947
07/19/2020,14,6959
07/19/2020,15,6956
07/19/2020,16,7016
07/19/2020,17,7134
07/19/2020,18,7297
07/19/2020,19,7300
07/19/2020,20,7157
07/19/2020,21,7005
07/19/2020,22,6933
07/19/2020,23,6614
07/19/2020,24,6118
07/20/2020,1,5762
07/20/2020,2,5554
07/20/2020,3,5418
07/20/2020,4,5369
07/20/2020,5,5409
07/20/2020,6,5497
07/20/2020,7,5838
07/20/2020,8,6400
07/20/2020,9,6839
07/20/2020,10,7201
07/20/2020,11,7424
07/20/2020,12,7573
07/20/2020,13,7718
07/20/2020,14,7771
07/20/2020,15,7807
07/20/2020,16,7836
07/20/2020,17,7943
07/20/2020,18,8050
07/20/2020,19,7956
07/20/2020,20,7681
07/20/2020,21,7367
07/20/2020,22,7214
07/20/2020,23,6841
07/20/2020,24,6286
07/21/2020,1,5832
07/21/2020,2,5594
07/21/2020,3,5423
07/21/2020,4,5323
07/21/2020,5,5292
07/21/2020,6,5410
07/21/2020,7,5749
07/21/2020,8,6323
07/21/2020,9,6760
07/21/2020,10,7081
07/21/2020,11,7305
07/21/2020,12,7458
07/21/2020,13,7594
07/21/2020,14,7720
07/21/2020,15,7796
07/21/2020,16,7869
07/21/2020,17,7981
07/21/2020,18,8061
07/21/2020,19,7876
07/21/2020,20,7657
07/21/2020,21,7440
07/21/2020,22,7316
07/21/2020,23,6930
07/21/2020,24,6387
07/22/2020,1,5899
07/22/2020,2,5636
07/22/2020,3,5424
07/22/2020,4,5300
07/22/2020,5,5295
07/22/2020,6,5444
07/22/2020,7,5767
07/22/2020,8,6314
07/22/2020,9,6802
07/22/2020,10,7110
07/22/2020,11,7266
07/22/2020,12,7372
07/22/2020,13,7474
07/22/2020,14,7512
07/22/2020,15,7521
07/22/2020,16,7545
07/22/2020,17,7562
07/22/2020,18,7684
07/22/2020,19,7517
07/22/2020,20,7268
07/22/2020,21,7020
07/22/2020,22,6919
07/22/2020,23,6592
07/22/2020,24,6095
07/23/2020,1,5719
07/23/2020,2,5472
07/23/2020,3,5349
07/23/2020,4,5289
07/23/2020,5,5312
07/23/2020,6,5451
07/23/2020,7,5782
07/23/2020,8,6312
07/23/2020,9,6742
07/23/2020,10,6973
07/23/2020,11,7140
07/23/2020,12,7266
07/23/2020,13,7334
07/23/2020,14,7306
07/23/2020,15,7299
07/23/2020,16,7368
07/23/2020,17,7456
07/23/2020,18,7511
07/23/2020,19,7391
07/23/2020,20,7150
07/23/2020,21,6990
07/23/2020,22,6850
07/23/2020,23,6473
07/23/2020,24,6067
07/24/2020,1,5633
07/24/2020,2,5392
07/24/2020,3,5260
07/24/2020,4,5219
07/24/2020,5,5246
07/24/2020,6,5402
07/24/2020,7,5720
07/24/2020,8,6217
07/24/2020,9,6600
07/24/2020,10,6865
07/24/2020,11,6975
07/24/2020,12,7051
07/24/2020,13,7081
07/24/2020,14,7097
07/24/2020,15,6983
07/24/2020,16,6916
07/24/2020,17,6933
07/24/2020,18,6996
07/24/2020,19,6915
07/24/2020,20,6697
07/24/2020,21,6522
07/24/2020,22,6470
07/24/2020,23,6228
07/24/2020,24,5822
07/25/2020,1,5459
07/25/2020,2,5247
07/25/2020,3,5103
07/25/2020,4,5052
07/25/2020,5,5056
07/25/2020,6,5066
07/25/2020,7,5219
07/25/2020,8,5527
07/25/2020,9,5940
07/25/2020,10,6267
07/25/2020,11,6466
07/25/2020,12,6620
07/25/2020,13,6648
07/25/2020,14,6631
07/25/2020,15,6608
07/25/2020,16,6642
07/25/2020,17,6741
07/25/2020,18,6864
07/25/2020,19,6850
07/25/2020,20,6698
07/25/2020,21,6534
07/25/2020,22,6507
07/25/2020,23,6265
07/25/2020,24,5855
07/26/2020,1,5514
07/26/2020,2,5314
07/26/2020,3,5206
07/26/2020,4,5144
07/26/2020,5,5113
07/26/2020,6,5115
07/26/2020,7,5191
07/26/2020,8,5486
07/26/2020,9,5864
07/26/2020,10,6210
07/26/2020,11,6479
07/26/2020,12,6702
07/26/2020,13,6825
07/26/2020,14,6893
07/26/2020,15,6938
07/26/2020,16,7034
07/26/2020,17,7216
07/26/2020,18,7442
07/26/2020,19,7445
07/26/2020,20,7349
07/26/2020,21,7150
07/26/2020,22,7024
07/26/2020,23,6639
07/26/2020,24,6168
07/27/2020,1,5708
07/27/2020,2,5495
07/27/2020,3,5313
07/27/2020,4,5302
07/27/2020,5,5335
07/27/2020,6,5491
07/27/2020,7,5851
07/27/2020,8,6450
07/27/2020,9,6924
07/27/2020,10,7310
07/27/2020,11,7570
07/27/2020,12,7860
07/27/2020,13,7941
07/27/2020,14,8029
07/27/2020,15,8078
07/27/2020,16,8082
07/27/2020,17,8279
07/27/2020,18,8343
07/27/2020,19,8216
07/27/2020,20,7942
07/27/2020,21,7606
07/27/2020,22,7472
07/27/2020,23,7097
07/27/2020,24,6477
07/28/2020,1,5882
07/28/2020,2,5677
07/28/2020,3,5519
07/28/2020,4,5443
07/28/2020,5,5438
07/28/2020,6,5555
07/28/2020,7,5826
07/28/2020,8,6387
07/28/2020,9,6821
07/28/2020,10,7157
07/28/2020,11,7356
07/28/2020,12,7603
07/28/2020,13,7749
07/28/2020,14,7875
07/28/2020,15,7880
07/28/2020,16,7899
07/28/2020,17,7992
07/28/2020,18,8052
07/28/2020,19,7883
07/28/2020,20,7634
07/28/2020,21,7409
07/28/2020,22,7282
07/28/2020,23,6880
07/28/2020,24,6338
07/29/2020,1,5891
07/29/2020,2,5624
07/29/2020,3,5489
07/29/2020,4,5392
07/29/2020,5,5422
07/29/2020,6,5596
07/29/2020,7,5915
07/29/2020,8,6471
07/29/2020,9,6958
07/29/2020,10,7267
07/29/2020,11,7449
07/29/2020,12,7632
07/29/2020,13,7800
07/29/2020,14,7865
07/29/2020,15,7947
07/29/2020,16,8035
07/29/2020,17,8127
07/29/2020,18,8217
07/29/2020,19,8088
07/29/2020,20,7833
07/29/2020,21,7603
07/29/2020,22,7482
07/29/2020,23,7040
07/29/2020,24,6486
07/30/2020,1,6016
07/30/2020,2,5736
07/30/2020,3,5570
07/30/2020,4,5461
07/30/2020,5,5423
07/30/2020,6,5553
07/30/2020,7,5832
07/30/2020,8,6442
07/30/2020,9,6913
07/30/2020,10,7216
07/30/2020,11,7439
07/30/2020,12,7718
07/30/2020,13,7899
07/30/2020,14,8016
07/30/2020,15,8105
07/30/2020,16,8214
07/30/2020,17,8330
07/30/2020,18,8430
07/30/2020,19,8250
07/30/2020,20,8041
07/30/2020,21,7825
07/30/2020,22,7728
07/30/2020,23,7302
07/30/2020,24,6725
07/31/2020,1,6253
07/31/2020,2,5910
07/31/2020,3,5729
07/31/2020,4,5635
07/31/2020,5,5642
07/31/2020,6,5766
07/31/2020,7,6041
07/31/2020,8,6581
07/31/2020,9,7005
07/31/2020,10,7309
07/31/2020,11,7511
07/31/2020,12,7628
07/31/2020,13,7730
07/31/2020,14,7733
07/31/2020,15,7695
07/31/2020,16,7783
07/31/2020,17,7849
07/31/2020,18,7873
07/31/2020,19,7727
07/31/2020,20,7470
07/31/2020,21,7224
07/31/2020,22,7191
07/31/2020,23,6876
07/31/2020,24,6390
08/01/2020,1,6004
08/01/2020,2,5767
08/01/2020,3,5579
08/01/2020,4,5456
08/01/2020,5,5425
08/01/2020,6,5404
08/01/2020,7,5467
08/01/2020,8,5794
08/01/2020,9,6252
08/01/2020,10,6644
08/01/2020,11,6916
08/01/2020,12,7097
08/01/2020,13,7188
08/01/2020,14,7219
08/01/2020,15,7217
08/01/2020,16,7258
08/01/2020,17,7360
08/01/2020,18,7440
08/01/2020,19,7382
08/01/2020,20,7213
08/01/2020,21,7042
08/01/2020,22,6983
08/01/2020,23,6645
08/01/2020,24,6198
08/02/2020,1,5847
08/02/2020,2,5601
08/02/2020,3,5485
08/02/2020,4,5391
08/02/2020,5,5314
08/02/2020,6,5239
08/02/2020,7,5336
08/02/2020,8,5624
08/02/2020,9,6026
08/02/2020,10,6422
08/02/2020,11,6706
08/02/2020,12,6861
08/02/2020,13,7019
08/02/2020,14,7064
08/02/2020,15,7071
08/02/2020,16,7079
08/02/2020,17,7153
08/02/2020,18,7223
08/02/2020,19,7143
08/02/2020,20,6954
08/02/2020,21,6833
08/02/2020,22,6721
08/02/2020,23,6325
08/02/2020,24,5966
08/03/2020,1,5627
08/03/2020,2,5473
08/03/2020,3,5328
08/03/2020,4,5286
08/03/2020,5,5283
08/03/2020,6,5332
08/03/2020,7,5399
08/03/2020,8,5688
08/03/2020,9,6108
08/03/2020,10,6468
08/03/2020,11,6756
08/03/2020,12,6931
08/03/2020,13,7051
08/03/2020,14,7104
08/03/2020,15,7070
08/03/2020,16,7124
08/03/2020,17,7252
08/03/2020,18,7398
08/03/2020,19,7327
08/03/2020,20,7138
08/03/2020,21,6985
08/03/2020,22,6933
08/03/2020,23,6550
08/03/2020,24,6083
08/04/2020,1,5719
08/04/2020,2,5512
08/04/2020,3,5397
08/04/2020,4,5331
08/04/2020,5,5369
08/04/2020,6,5523
08/04/2020,7,5822
08/04/2020,8,6431
08/04/2020,9,6902
08/04/2020,10,7226
08/04/2020,11,7467
08/04/2020,12,7630
08/04/2020,13,7781
08/04/2020,14,7871
08/04/2020,15,7895
08/04/2020,16,7946
08/04/2020,17,8064
08/04/2020,18,8168
08/04/2020,19,8026
08/04/2020,20,7776
08/04/2020,21,7504
08/04/2020,22,7371
08/04/2020,23,6895
08/04/2020,24,6333
08/05/2020,1,5859
08/05/2020,2,5611
08/05/2020,3,5458
08/05/2020,4,5348
08/05/2020,5,5354
08/05/2020,6,5511
08/05/2020,7,5800
08/05/2020,8,6329
08/05/2020,9,6765
08/05/2020,10,7067
08/05/2020,11,7267
08/05/2020,12,7432
08/05/2020,13,7636
08/05/2020,14,7715
08/05/2020,15,7790
08/05/2020,16,7819
08/05/2020,17,7894
08/05/2020,18,7970
08/05/2020,19,7801
08/05/2020,20,7527
08/05/2020,21,7319
08/05/2020,22,7220
08/05/2020,23,6761
08/05/2020,24,6265
08/06/2020,1,5828
08/06/2020,2,5623
08/06/2020,3,5478
08/06/2020,4,5398
08/06/2020,5,5414
08/06/2020,6,5533
08/06/2020,7,5857
08/06/2020,8,6338
08/06/2020,9,6689
08/06/2020,10,7016
08/06/2020,11,7169
08/06/2020,12,7250
08/06/2020,13,7306
08/06/2020,14,7230
08/06/2020,15,7172
08/06/2020,16,7074
08/06/2020,17,7102
08/06/2020,18,7243
08/06/2020,19,7095
08/06/2020,20,6953
08/06/2020,21,6835
08/06/2020,22,6804
08/06/2020,23,6435
08/06/2020,24,6075
08/07/2020,1,5415
08/07/2020,2,5222
08/07/2020,3,5108
08/07/2020,4,5044
08/07/2020,5,5079
08/07/2020,6,5246
08/07/2020,7,5584
08/07/2020,8,6101
08/07/2020,9,6483
08/07/2020,10,6709
08/07/2020,11,6839
08/07/2020,12,6942
08/07/2020,13,7303
08/07/2020,14,7315
08/07/2020,15,7252
08/07/2020,16,7198
08/07/2020,17,7224
08/07/2020,18,7251
08/07/2020,19,7111
08/07/2020,20,6937
08/07/2020,21,6854
08/07/2020,22,6765
08/07/2020,23,6453
08/07/2020,24,6078
08/08/2020,1,5728
08/08/2020,2,5502
08/08/2020,3,5347
08/08/2020,4,5313
08/08/2020,5,5344
08/08/2020,6,5380
08/08/2020,7,5523
08/08/2020,8,5800
08/08/2020,9,6179
08/08/2020,10,6481
08/08/2020,11,6638
08/08/2020,12,6760
08/08/2020,13,6738
08/08/2020,14,6677
08/08/2020,15,6634
08/08/2020,16,6667
08/08/2020,17,6758
08/08/2020,18,6884
08/08/2020,19,6836
08/08/2020,20,6709
08/08/2020,21,6591
08/08/2020,22,6597
08/08/2020,23,6291
08/08/2020,24,5919
08/09/2020,1,5627
08/09/2020,2,5133
08/09/2020,3,5348
08/09/2020,4,5278
08/09/2020,5,5267
08/09/2020,6,5290
08/09/2020,7,5325
08/09/2020,8,5586
08/09/2020,9,5973
08/09/2020,10,6313
08/09/2020,11,6495
08/09/2020,12,6591
08/09/2020,13,6687
08/09/2020,14,6689
08/09/2020,15,6680
08/09/2020,16,6730
08/09/2020,17,6862
08/09/2020,18,7011
08/09/2020,19,6979
08/09/2020,20,6825
08/09/2020,21,6718
08/09/2020,22,6685
08/09/2020,23,6337
08/09/2020,24,5972
08/10/2020,1,5636
08/10/2020,2,5474
08/10/2020,3,5377
08/10/2020,4,5344
08/10/2020,5,5380
08/10/2020,6,5595
08/10/2020,7,5961
08/10/2020,8,6489
08/10/2020,9,6889
08/10/2020,10,7126
08/10/2020,11,7345
08/10/2020,12,7496
08/10/2020,13,7615
08/10/2020,14,7648
08/10/2020,15,7658
08/10/2020,16,7678
08/10/2020,17,7720
08/10/2020,18,7842
08/10/2020,19,7690
08/10/2020,20,7443
08/10/2020,21,7230
08/10/2020,22,7135
08/10/2020,23,6697
08/10/2020,24,6257
08/11/2020,1,5856
08/11/2020,2,5653
08/11/2020,3,5506
08/11/2020,4,5460
08/11/2020,5,5482
08/11/2020,6,5683
08/11/2020,7,6011
08/11/2020,8,6512
08/11/2020,9,6925
08/11/2020,10,7160
08/11/2020,11,7285
08/11/2020,12,7406
08/11/2020,13,7505
08/11/2020,14,7466
08/11/2020,15,7422
08/11/2020,16,7379
08/11/2020,17,7410
08/11/2020,18,7473
08/11/2020,19,7319
08/11/2020,20,7124
08/11/2020,21,6996
08/11/2020,22,6893
08/11/2020,23,6473
08/11/2020,24,6043
08/12/2020,1,5673
08/12/2020,2,5478
08/12/2020,3,5346
08/12/2020,4,5307
08/12/2020,5,5348
08/12/2020,6,5606
08/12/2020,7,6004
08/12/2020,8,6500
08/12/2020,9,6861
08/12/2020,10,7096
08/12/2020,11,7216
08/12/2020,12,7279
08/12/2020,13,7336
08/12/2020,14,7319
08/12/2020,15,7293
08/12/2020,16,7268
08/12/2020,17,7374
08/12/2020,18,7477
08/12/2020,19,7371
08/12/2020,20,7173
08/12/2020,21,7104
08/12/2020,22,7018
08/12/2020,23,6611
08/12/2020,24,6158
08/13/2020,1,5777
08/13/2020,2,5562
08/13/2020,3,5424
08/13/2020,4,5384
08/13/2020,5,5462
08/13/2020,6,5677
08/13/2020,7,5982
08/13/2020,8,6418
08/13/2020,9,6797
08/13/2020,10,7016
08/13/2020,11,7143
08/13/2020,12,7222
08/13/2020,13,7297
08/13/2020,14,7297
08/13/2020,15,7295
08/13/2020,16,7306
08/13/2020,17,7380
08/13/2020,18,7493
08/13/2020,19,7406
08/13/2020,20,7239
08/13/2020,21,7143
08/13/2020,22,7072
08/13/2020,23,6669
08/13/2020,24,6213
08/14/2020,1,5877
08/14/2020,2,5646
08/14/2020,3,5524
08/14/2020,4,5438
08/14/2020,5,5479
08/14/2020,6,5654
08/14/2020,7,5970
08/14/2020,8,6450
08/14/2020,9,6882
08/14/2020,10,7135
08/14/2020,11,7280
08/14/2020,12,7374
08/14/2020,13,7419
08/14/2020,14,7494
08/14/2020,15,7400
08/14/2020,16,7402
08/14/2020,17,7520
08/14/2020,18,7611
08/14/2020,19,7466
08/14/2020,20,7245
08/14/2020,21,7132
08/14/2020,22,7038
08/14/2020,23,6648
08/14/2020,24,6229
08/15/2020,1,5814
08/15/2020,2,5574
08/15/2020,3,5473
08/15/2020,4,5405
08/15/2020,5,5411
08/15/2020,6,5464
08/15/2020,7,5541
08/15/2020,8,5883
08/15/2020,9,6339
08/15/2020,10,6688
08/15/2020,11,6923
08/15/2020,12,7136
08/15/2020,13,7244
08/15/2020,14,7317
08/15/2020,15,7346
08/15/2020,16,7429
08/15/2020,17,7532
08/15/2020,18,7662
08/15/2020,19,7638
08/15/2020,20,7409
08/15/2020,21,7261
08/15/2020,22,7154
08/15/2020,23,6724
08/15/2020,24,6289
08/16/2020,1,5909
08/16/2020,2,5695
08/16/2020,3,5566
08/16/2020,4,5465
08/16/2020,5,5434
08/16/2020,6,5443
08/16/2020,7,5499
08/16/2020,8,5808
08/16/2020,9,6264
08/16/2020,10,6700
08/16/2020,11,7017
08/16/2020,12,7235
08/16/2020,13,7404
08/16/2020,14,7511
08/16/2020,15,7605
08/16/2020,16,7701
08/16/2020,17,7853
08/16/2020,18,7991
08/16/2020,19,7977
08/16/2020,20,7808
08/16/2020,21,7706
08/16/2020,22,7565
08/16/2020,23,7078
08/16/2020,24,6593
08/17/2020,1,6217
08/17/2020,2,5998
08/17/2020,3,5858
08/17/2020,4,5780
08/17/2020,5,5812
08/17/2020,6,6013
08/17/2020,7,6309
08/17/2020,8,6838
08/17/2020,9,7370
08/17/2020,10,7786
08/17/2020,11,8091
08/17/2020,12,8318
08/17/2020,13,8530
08/17/2020,14,8645
08/17/2020,15,8656
08/17/2020,16,8658
08/17/2020,17,8764
08/17/2020,18,8784
08/17/2020,19,8585
08/17/2020,20,8315
08/17/2020,21,8085
08/17/2020,22,7856
08/17/2020,23,7343
08/17/2020,24,6781
08/18/2020,1,6302
08/18/2020,2,6026
08/18/2020,3,5882
08/18/2020,4,5806
08/18/2020,5,5805
08/18/2020,6,5967
08/18/2020,7,6266
08/18/2020,8,6796
08/18/2020,9,7189
08/18/2020,10,7465
08/18/2020,11,7613
08/18/2020,12,7820
08/18/2020,13,8031
08/18/2020,14,8067
08/18/2020,15,8116
08/18/2020,16,8123
08/18/2020,17,8162
08/18/2020,18,8245
08/18/2020,19,8045
08/18/2020,20,7793
08/18/2020,21,7638
08/18/2020,22,7436
08/18/2020,23,6966
08/18/2020,24,6434
08/19/2020,1,6028
08/19/2020,2,5828
08/19/2020,3,5714
08/19/2020,4,5641
08/19/2020,5,5662
08/19/2020,6,5781
08/19/2020,7,6190
08/19/2020,8,6721
08/19/2020,9,7167
08/19/2020,10,7428
08/19/2020,11,7627
08/19/2020,12,7771
08/19/2020,13,7925
08/19/2020,14,7980
08/19/2020,15,7962
08/19/2020,16,7892
08/19/2020,17,7909
08/19/2020,18,7972
08/19/2020,19,7829
08/19/2020,20,7667
08/19/2020,21,7612
08/19/2020,22,7381
08/19/2020,23,6950
08/19/2020,24,6484
08/20/2020,1,6099
08/20/2020,2,5842
08/20/2020,3,5728
08/20/2020,4,5692
08/20/2020,5,5704
08/20/2020,6,5892
08/20/2020,7,6263
08/20/2020,8,6690
08/20/2020,9,7053
08/20/2020,10,7288
08/20/2020,11,7448
08/20/2020,12,7542
08/20/2020,13,7663
08/20/2020,14,7665
08/20/2020,15,7729
08/20/2020,16,7721
08/20/2020,17,7790
08/20/2020,18,7893
08/20/2020,19,7747
08/20/2020,20,7551
08/20/2020,21,7458
08/20/2020,22,7293
08/20/2020,23,6894
08/20/2020,24,6476
08/21/2020,1,6108
08/21/2020,2,5880
08/21/2020,3,5684
08/21/2020,4,5598
08/21/2020,5,5646
08/21/2020,6,5778
08/21/2020,7,6146
08/21/2020,8,6629
08/21/2020,9,7055
08/21/2020,10,7363
08/21/2020,11,7508
08/21/2020,12,7656
08/21/2020,13,7683
08/21/2020,14,7596
08/21/2020,15,7569
08/21/2020,16,7526
08/21/2020,17,7488
08/21/2020,18,7487
08/21/2020,19,7372
08/21/2020,20,7052
08/21/2020,21,6945
08/21/2020,22,6828
08/21/2020,23,6493
08/21/2020,24,6117
08/22/2020,1,5754
08/22/2020,2,5557
08/22/2020,3,5478
08/22/2020,4,5379
08/22/2020,5,5362
08/22/2020,6,5405
08/22/2020,7,5568
08/22/2020,8,5864
08/22/2020,9,6282
08/22/2020,10,6600
08/22/2020,11,6804
08/22/2020,12,6902
08/22/2020,13,6937
08/22/2020,14,6930
08/22/2020,15,6919
08/22/2020,16,6964
08/22/2020,17,7053
08/22/2020,18,7194
08/22/2020,19,7123
08/22/2020,20,6942
08/22/2020,21,6897
08/22/2020,22,6768
08/22/2020,23,6418
08/22/2020,24,6032
08/23/2020,1,5731
08/23/2020,2,5574
08/23/2020,3,5467
08/23/2020,4,5384
08/23/2020,5,5403
08/23/2020,6,5428
08/23/2020,7,5484
08/23/2020,8,5700
08/23/2020,9,6070
08/23/2020,10,6383
08/23/2020,11,6588
08/23/2020,12,6751
08/23/2020,13,6823
08/23/2020,14,6818
08/23/2020,15,6786
08/23/2020,16,6834
08/23/2020,17,6941
08/23/2020,18,7117
08/23/2020,19,7076
08/23/2020,20,6952
08/23/2020,21,6969
08/23/2020,22,6797
08/23/2020,23,6380
08/23/2020,24,5947
08/24/2020,1,5618
08/24/2020,2,5473
08/24/2020,3,5385
08/24/2020,4,5345
08/24/2020,5,5412
08/24/2020,6,5628
08/24/2020,7,6029
08/24/2020,8,6509
08/24/2020,9,6953
08/24/2020,10,7200
08/24/2020,11,7338
08/24/2020,12,7436
08/24/2020,13,7519
08/24/2020,14,7510
08/24/2020,15,7469
08/24/2020,16,7396
08/24/2020,17,7443
08/24/2020,18,7587
08/24/2020,19,7446
08/24/2020,20,7230
08/24/2020,21,7213
08/24/2020,22,7012
08/24/2020,23,6562
08/24/2020,24,6122
08/25/2020,1,5781
08/25/2020,2,5576
08/25/2020,3,5457
08/25/2020,4,5417
08/25/2020,5,5477
08/25/2020,6,5656
08/25/2020,7,6012
08/25/2020,8,6527
08/25/2020,9,6884
08/25/2020,10,7137
08/25/2020,11,7240
08/25/2020,12,7350
08/25/2020,13,7433
08/25/2020,14,7436
08/25/2020,15,7424
08/25/2020,16,7394
08/25/2020,17,7462
08/25/2020,18,7598
08/25/2020,19,7444
08/25/2020,20,7210
08/25/2020,21,7157
08/25/2020,22,7021
08/25/2020,23,6574
08/25/2020,24,6133
08/26/2020,1,5783
08/26/2020,2,5591
08/26/2020,3,5404
08/26/2020,4,5428
08/26/2020,5,5399
08/26/2020,6,5623
08/26/2020,7,5966
08/26/2020,8,6467
08/26/2020,9,6887
08/26/2020,10,7109
08/26/2020,11,7251
08/26/2020,12,7377
08/26/2020,13,7451
08/26/2020,14,7484
08/26/2020,15,7441
08/26/2020,16,7438
08/26/2020,17,7519
08/26/2020,18,7575
08/26/2020,19,7472
08/26/2020,20,7227
08/26/2020,21,7227
08/26/2020,22,7036
08/26/2020,23,6584
08/26/2020,24,6148
08/27/2020,1,5796
08/27/2020,2,5604
08/27/2020,3,5464
08/27/2020,4,5404
08/27/2020,5,5439
08/27/2020,6,5630
08/27/2020,7,5982
08/27/2020,8,6467
08/27/2020,9,6871
08/27/2020,10,7106
08/27/2020,11,7244
08/27/2020,12,7345
08/27/2020,13,7510
08/27/2020,14,7520
08/27/2020,15,7537
08/27/2020,16,7542
08/27/2020,17,7635
08/27/2020,18,7721
08/27/2020,19,7574
08/27/2020,20,7343
08/27/2020,21,7306
08/27/2020,22,7095
08/27/2020,23,6654
08/27/2020,24,6195
08/28/2020,1,5858
08/28/2020,2,5619
08/28/2020,3,5472
08/28/2020,4,5429
08/28/2020,5,5478
08/28/2020,6,5680
08/28/2020,7,5995
08/28/2020,8,6470
08/28/2020,9,6857
08/28/2020,10,7138
08/28/2020,11,7299
08/28/2020,12,7389
08/28/2020,13,7497
08/28/2020,14,7493
08/28/2020,15,7493
08/28/2020,16,7546
08/28/2020,17,7539
08/28/2020,18,7583
08/28/2020,19,7444
08/28/2020,20,7251
08/28/2020,21,7198
08/28/2020,22,7009
08/28/2020,23,6604
08/28/2020,24,6192
08/29/2020,1,5858
08/29/2020,2,5647
08/29/2020,3,5537
08/29/2020,4,5465
08/29/2020,5,5450
08/29/2020,6,5529
08/29/2020,7,5635
08/29/2020,8,5906
08/29/2020,9,6294
08/29/2020,10,6585
08/29/2020,11,6770
08/29/2020,12,6873
08/29/2020,13,6897
08/29/2020,14,6851
08/29/2020,15,6827
08/29/2020,16,6791
08/29/2020,17,6853
08/29/2020,18,6924
08/29/2020,19,6866
08/29/2020,20,6682
08/29/2020,21,6713
08/29/2020,22,6541
08/29/2020,23,6228
08/29/2020,24,5880
08/30/2020,1,5598
08/30/2020,2,5447
08/30/2020,3,5327
08/30/2020,4,5272
08/30/2020,5,5266
08/30/2020,6,5344
08/30/2020,7,5449
08/30/2020,8,5716
08/30/2020,9,6126
08/30/2020,10,6390
08/30/2020,11,6586
08/30/2020,12,6674
08/30/2020,13,6703
08/30/2020,14,6706
08/30/2020,15,6723
08/30/2020,16,6767
08/30/2020,17,6900
08/30/2020,18,7070
08/30/2020,19,7030
08/30/2020,20,6939
08/30/2020,21,6915
08/30/2020,22,6656
08/30/2020,23,6245
08/30/2020,24,5865
08/31/2020,1,5570
08/31/2020,2,5432
08/31/2020,3,5353
08/31/2020,4,5327
08/31/2020,5,5412
08/31/2020,6,5628
08/31/2020,7,6013
08/31/2020,8,6517
08/31/2020,9,6872
08/31/2020,10,7065
08/31/2020,11,7178
08/31/2020,12,7288
08/31/2020,13,7337
08/31/2020,14,7288
08/31/2020,15,7234
08/31/2020,16,7188
08/31/2020,17,7223
08/31/2020,18,7353
08/31/2020,19,7249
08/31/2020,20,7121
08/31/2020,21,7131
08/31/2020,22,6903
08/31/2020,23,6525
08/31/2020,24,6118
09/01/2020,1,5832
09/01/2020,2,5636
09/01/2020,3,5506
09/01/2020,4,5427
09/01/2020,5,5401
09/01/2020,6,5630
09/01/2020,7,6051
09/01/2020,8,6504
09/01/2020,9,6832
09/01/2020,10,6984
09/01/2020,11,7121
09/01/2020,12,7194
09/01/2020,13,7247
09/01/2020,14,7280
09/01/2020,15,7291
09/01/2020,16,7348
09/01/2020,17,7438
09/01/2020,18,7575
09/01/2020,19,7418
09/01/2020,20,7263
09/01/2020,21,7237
09/01/2020,22,6973
09/01/2020,23,6522
09/01/2020,24,6063
09/02/2020,1,5702
09/02/2020,2,5506
09/02/2020,3,5401
09/02/2020,4,5293
09/02/2020,5,5309
09/02/2020,6,5527
09/02/2020,7,5929
09/02/2020,8,6348
09/02/2020,9,6671
09/02/2020,10,6865
09/02/2020,11,6999
09/02/2020,12,7091
09/02/2020,13,7209
09/02/2020,14,7268
09/02/2020,15,7305
09/02/2020,16,7172
09/02/2020,17,7243
09/02/2020,18,7341
09/02/2020,19,7176
09/02/2020,20,6970
09/02/2020,21,6968
09/02/2020,22,6672
09/02/2020,23,6198
09/02/2020,24,5750
09/03/2020,1,5373
09/03/2020,2,5217
09/03/2020,3,5123
09/03/2020,4,5083
09/03/2020,5,5124
09/03/2020,6,5288
09/03/2020,7,5646
09/03/2020,8,6129
09/03/2020,9,6521
09/03/2020,10,6759
