date,hour,elec_net_MW
1/1/18,1,8373
1/1/18,2,8197
1/1/18,3,8027
1/1/18,4,7900
1/1/18,5,7939
1/1/18,6,8061
1/1/18,7,8367
1/1/18,8,8549
1/1/18,9,8668
1/1/18,10,8890
1/1/18,11,9038
1/1/18,12,8970
1/1/18,13,8898
1/1/18,14,8805
1/1/18,15,8789
1/1/18,16,8918
1/1/18,17,9471
1/1/18,18,9928
1/1/18,19,9794
1/1/18,20,9658
1/1/18,21,9436
1/1/18,22,9082
1/1/18,23,8631
1/1/18,24,8259
1/2/18,1,8034
1/2/18,2,7918
1/2/18,3,7826
1/2/18,4,7821
1/2/18,5,7950
1/2/18,6,8324
1/2/18,7,8931
1/2/18,8,9553
1/2/18,9,9820
1/2/18,10,9916
1/2/18,11,10048
1/2/18,12,9995
1/2/18,13,9922
1/2/18,14,9853
1/2/18,15,9770
1/2/18,16,9766
1/2/18,17,10231
1/2/18,18,10490
1/2/18,19,10271
1/2/18,20,9998
1/2/18,21,9714
1/2/18,22,9333
1/2/18,23,8887
1/2/18,24,8464
1/3/18,1,8096
1/3/18,2,7878
1/3/18,3,7780
1/3/18,4,7776
1/3/18,5,7909
1/3/18,6,8234
1/3/18,7,8855
1/3/18,8,9445
1/3/18,9,9732
1/3/18,10,9757
1/3/18,11,9748
1/3/18,12,9624
1/3/18,13,9474
1/3/18,14,9410
1/3/18,15,9361
1/3/18,16,9413
1/3/18,17,9900
1/3/18,18,10373
1/3/18,19,10239
1/3/18,20,10030
1/3/18,21,9699
1/3/18,22,9318
1/3/18,23,8782
1/3/18,24,8318
1/4/18,1,7968
1/4/18,2,7777
1/4/18,3,7718
1/4/18,4,7751
1/4/18,5,7875
1/4/18,6,8227
1/4/18,7,8806
1/4/18,8,9462
1/4/18,9,9764
1/4/18,10,9768
1/4/18,11,9705
1/4/18,12,9650
1/4/18,13,9470
1/4/18,14,9417
1/4/18,15,9399
1/4/18,16,9451
1/4/18,17,9961
1/4/18,18,10245
1/4/18,19,10013
1/4/18,20,9781
1/4/18,21,9430
1/4/18,22,8974
1/4/18,23,8516
1/4/18,24,8048
1/5/18,1,7659
1/5/18,2,7417
1/5/18,3,7281
1/5/18,4,7279
1/5/18,5,7404
1/5/18,6,7671
1/5/18,7,8242
1/5/18,8,8881
1/5/18,9,9101
1/5/18,10,9221
1/5/18,11,9241
1/5/18,12,9266
1/5/18,13,9247
1/5/18,14,9223
1/5/18,15,9157
1/5/18,16,9140
1/5/18,17,9434
1/5/18,18,9631
1/5/18,19,9416
1/5/18,20,9112
1/5/18,21,8872
1/5/18,22,8527
1/5/18,23,8079
1/5/18,24,7660
1/6/18,1,7365
1/6/18,2,7226
1/6/18,3,7104
1/6/18,4,7016
1/6/18,5,7061
1/6/18,6,7174
1/6/18,7,7477
1/6/18,8,7896
1/6/18,9,8230
1/6/18,10,8516
1/6/18,11,8685
1/6/18,12,8686
1/6/18,13,8668
1/6/18,14,8522
1/6/18,15,8528
1/6/18,16,8591
1/6/18,17,9018
1/6/18,18,9241
1/6/18,19,9101
1/6/18,20,8853
1/6/18,21,8609
1/6/18,22,8317
1/6/18,23,7917
1/6/18,24,7565
1/7/18,1,7247
1/7/18,2,7042
1/7/18,3,6917
1/7/18,4,6901
1/7/18,5,6922
1/7/18,6,7142
1/7/18,7,7460
1/7/18,8,7815
1/7/18,9,8159
1/7/18,10,8468
1/7/18,11,8644
1/7/18,12,8804
1/7/18,13,8859
1/7/18,14,8814
1/7/18,15,8781
1/7/18,16,8897
1/7/18,17,9308
1/7/18,18,9567
1/7/18,19,9339
1/7/18,20,9095
1/7/18,21,8814
1/7/18,22,8349
1/7/18,23,7812
1/7/18,24,7406
1/8/18,1,7142
1/8/18,2,6962
1/8/18,3,6923
1/8/18,4,6935
1/8/18,5,7021
1/8/18,6,7431
1/8/18,7,8132
1/8/18,8,8911
1/8/18,9,9116
1/8/18,10,9086
1/8/18,11,9050
1/8/18,12,8993
1/8/18,13,9034
1/8/18,14,8939
1/8/18,15,8837
1/8/18,16,8963
1/8/18,17,9286
1/8/18,18,9545
1/8/18,19,9336
1/8/18,20,9109
1/8/18,21,8862
1/8/18,22,8503
1/8/18,23,7978
1/8/18,24,7521
1/9/18,1,7235
1/9/18,2,7050
1/9/18,3,6972
1/9/18,4,6960
1/9/18,5,7026
1/9/18,6,7357
1/9/18,7,8063
1/9/18,8,8816
1/9/18,9,8973
1/9/18,10,8864
1/9/18,11,8776
1/9/18,12,8638
1/9/18,13,8561
1/9/18,14,8499
1/9/18,15,8508
1/9/18,16,8669
1/9/18,17,9046
1/9/18,18,9390
1/9/18,19,9241
1/9/18,20,9062
1/9/18,21,8796
1/9/18,22,8444
1/9/18,23,7923
1/9/18,24,7436
1/10/18,1,7131
1/10/18,2,6908
1/10/18,3,6872
1/10/18,4,6842
1/10/18,5,6958
1/10/18,6,7351
1/10/18,7,8101
1/10/18,8,8860
1/10/18,9,9033
1/10/18,10,8954
1/10/18,11,8839
1/10/18,12,8718
1/10/18,13,8667
1/10/18,14,8597
1/10/18,15,8619
1/10/18,16,8716
1/10/18,17,9211
1/10/18,18,9593
1/10/18,19,9525
1/10/18,20,9312
1/10/18,21,9044
1/10/18,22,8618
1/10/18,23,8123
1/10/18,24,7633
1/11/18,1,7291
1/11/18,2,7098
1/11/18,3,7105
1/11/18,4,7125
1/11/18,5,7253
1/11/18,6,7667
1/11/18,7,8332
1/11/18,8,9104
1/11/18,9,9365
1/11/18,10,9345
1/11/18,11,9361
1/11/18,12,9355
1/11/18,13,9326
1/11/18,14,9271
1/11/18,15,9254
1/11/18,16,9355
1/11/18,17,9737
1/11/18,18,10021
1/11/18,19,9899
1/11/18,20,9682
1/11/18,21,9457
1/11/18,22,9108
1/11/18,23,8585
1/11/18,24,8054
1/12/18,1,7701
1/12/18,2,7494
1/12/18,3,7389
1/12/18,4,7381
1/12/18,5,7506
1/12/18,6,7960
1/12/18,7,8601
1/12/18,8,9357
1/12/18,9,9552
1/12/18,10,9567
1/12/18,11,9534
1/12/18,12,9481
1/12/18,13,9413
1/12/18,14,9390
1/12/18,15,9359
1/12/18,16,9432
1/12/18,17,9798
1/12/18,18,10000
1/12/18,19,9792
1/12/18,20,9530
1/12/18,21,9276
1/12/18,22,8954
1/12/18,23,8514
1/12/18,24,8041
1/13/18,1,7703
1/13/18,2,7394
1/13/18,3,7235
1/13/18,4,7158
1/13/18,5,7172
1/13/18,6,7288
1/13/18,7,7635
1/13/18,8,8044
1/13/18,9,8440
1/13/18,10,8702
1/13/18,11,8781
1/13/18,12,8767
1/13/18,13,8713
1/13/18,14,8667
1/13/18,15,8626
1/13/18,16,8632
1/13/18,17,8958
1/13/18,18,9279
1/13/18,19,9166
1/13/18,20,8889
1/13/18,21,8633
1/13/18,22,8299
1/13/18,23,7947
1/13/18,24,7601
1/14/18,1,7312
1/14/18,2,7117
1/14/18,3,6948
1/14/18,4,6881
1/14/18,5,6935
1/14/18,6,7087
1/14/18,7,7364
1/14/18,8,7734
1/14/18,9,8092
1/14/18,10,8339
1/14/18,11,8396
1/14/18,12,8328
1/14/18,13,8238
1/14/18,14,8083
1/14/18,15,8020
1/14/18,16,8097
1/14/18,17,8590
1/14/18,18,9128
1/14/18,19,9078
1/14/18,20,8863
1/14/18,21,8643
1/14/18,22,8307
1/14/18,23,7804
1/14/18,24,7361
1/15/18,1,7057
1/15/18,2,6942
1/15/18,3,6916
1/15/18,4,7013
1/15/18,5,7199
1/15/18,6,7594
1/15/18,7,8383
1/15/18,8,9136
1/15/18,9,9255
1/15/18,10,8993
1/15/18,11,8863
1/15/18,12,8815
1/15/18,13,8682
1/15/18,14,8516
1/15/18,15,8402
1/15/18,16,8497
1/15/18,17,8916
1/15/18,18,9399
1/15/18,19,9308
1/15/18,20,9058
1/15/18,21,8832
1/15/18,22,8382
1/15/18,23,7850
1/15/18,24,7300
1/16/18,1,6944
1/16/18,2,6736
1/16/18,3,6707
1/16/18,4,6741
1/16/18,5,6862
1/16/18,6,7258
1/16/18,7,7978
1/16/18,8,8784
1/16/18,9,8919
1/16/18,10,8899
1/16/18,11,8866
1/16/18,12,8752
1/16/18,13,8565
1/16/18,14,8477
1/16/18,15,8470
1/16/18,16,8496
1/16/18,17,8874
1/16/18,18,9298
1/16/18,19,9257
1/16/18,20,9008
1/16/18,21,8722
1/16/18,22,8387
1/16/18,23,7797
1/16/18,24,7308
1/17/18,1,6923
1/17/18,2,6738
1/17/18,3,6628
1/17/18,4,6621
1/17/18,5,6707
1/17/18,6,7112
1/17/18,7,7856
1/17/18,8,8635
1/17/18,9,8785
1/17/18,10,8810
1/17/18,11,8781
1/17/18,12,8706
1/17/18,13,8671
1/17/18,14,8687
1/17/18,15,8678
1/17/18,16,8725
1/17/18,17,9018
1/17/18,18,9316
1/17/18,19,9208
1/17/18,20,8966
1/17/18,21,8685
1/17/18,22,8303
1/17/18,23,7792
1/17/18,24,7322
1/18/18,1,6990
1/18/18,2,6785
1/18/18,3,6640
1/18/18,4,6669
1/18/18,5,6818
1/18/18,6,7224
1/18/18,7,7958
1/18/18,8,8669
1/18/18,9,8816
1/18/18,10,8830
1/18/18,11,8691
1/18/18,12,8639
1/18/18,13,8528
1/18/18,14,8401
1/18/18,15,8378
1/18/18,16,8405
1/18/18,17,8765
1/18/18,18,9264
1/18/18,19,9162
1/18/18,20,8951
1/18/18,21,8733
1/18/18,22,8366
1/18/18,23,7869
1/18/18,24,7491
1/19/18,1,7159
1/19/18,2,6963
1/19/18,3,6870
1/19/18,4,6895
1/19/18,5,6999
1/19/18,6,7385
1/19/18,7,8084
1/19/18,8,8844
1/19/18,9,9027
1/19/18,10,9007
1/19/18,11,8907
1/19/18,12,8788
1/19/18,13,8656
1/19/18,14,8581
1/19/18,15,8545
1/19/18,16,8643
1/19/18,17,9044
1/19/18,18,9369
1/19/18,19,9203
1/19/18,20,8989
1/19/18,21,8753
1/19/18,22,8503
1/19/18,23,8084
1/19/18,24,7638
1/20/18,1,7269
1/20/18,2,7046
1/20/18,3,6915
1/20/18,4,6886
1/20/18,5,6958
1/20/18,6,7107
1/20/18,7,7381
1/20/18,8,7845
1/20/18,9,8244
1/20/18,10,8469
1/20/18,11,8537
1/20/18,12,8543
1/20/18,13,8531
1/20/18,14,8464
1/20/18,15,8429
1/20/18,16,8493
1/20/18,17,8812
1/20/18,18,9089
1/20/18,19,8928
1/20/18,20,8707
1/20/18,21,8432
1/20/18,22,8136
1/20/18,23,7734
1/20/18,24,7352
1/21/18,1,7076
1/21/18,2,6858
1/21/18,3,6747
1/21/18,4,6704
1/21/18,5,6723
1/21/18,6,6832
1/21/18,7,7199
1/21/18,8,7556
1/21/18,9,7884
1/21/18,10,8143
1/21/18,11,8244
1/21/18,12,8272
1/21/18,13,8206
1/21/18,14,8124
1/21/18,15,8158
1/21/18,16,8338
1/21/18,17,8778
1/21/18,18,9180
1/21/18,19,9092
1/21/18,20,8900
1/21/18,21,8668
1/21/18,22,8308
1/21/18,23,7775
1/21/18,24,7309
1/22/18,1,7021
1/22/18,2,6852
1/22/18,3,6792
1/22/18,4,6816
1/22/18,5,6961
1/22/18,6,7361
1/22/18,7,8119
1/22/18,8,8926
1/22/18,9,9090
1/22/18,10,9038
1/22/18,11,8869
1/22/18,12,8752
1/22/18,13,8526
1/22/18,14,8413
1/22/18,15,8372
1/22/18,16,8446
1/22/18,17,8821
1/22/18,18,9366
1/22/18,19,9331
1/22/18,20,9121
1/22/18,21,8865
1/22/18,22,8487
1/22/18,23,7956
1/22/18,24,7491
1/23/18,1,7116
1/23/18,2,6864
1/23/18,3,6822
1/23/18,4,6797
1/23/18,5,6861
1/23/18,6,7248
1/23/18,7,8026
1/23/18,8,8774
1/23/18,9,8992
1/23/18,10,8956
1/23/18,11,8942
1/23/18,12,8935
1/23/18,13,8941
1/23/18,14,8954
1/23/18,15,8922
1/23/18,16,8979
1/23/18,17,9382
1/23/18,18,9726
1/23/18,19,9539
1/23/18,20,9275
1/23/18,21,9007
1/23/18,22,8654
1/23/18,23,8123
1/23/18,24,7598
1/24/18,1,7249
1/24/18,2,7046
1/24/18,3,6871
1/24/18,4,6815
1/24/18,5,6945
1/24/18,6,7320
1/24/18,7,8030
1/24/18,8,8753
1/24/18,9,8876
1/24/18,10,8763
1/24/18,11,8689
1/24/18,12,8610
1/24/18,13,8551
1/24/18,14,8527
1/24/18,15,8549
1/24/18,16,8657
1/24/18,17,8954
1/24/18,18,9315
1/24/18,19,9245
1/24/18,20,9032
1/24/18,21,8788
1/24/18,22,8412
1/24/18,23,7838
1/24/18,24,7351
1/25/18,1,7031
1/25/18,2,6876
1/25/18,3,6796
1/25/18,4,6803
1/25/18,5,6934
1/25/18,6,7333
1/25/18,7,8072
1/25/18,8,8843
1/25/18,9,8940
1/25/18,10,8921
1/25/18,11,8874
1/25/18,12,8825
1/25/18,13,8794
1/25/18,14,8754
1/25/18,15,8672
1/25/18,16,8793
1/25/18,17,9154
1/25/18,18,9569
1/25/18,19,9524
1/25/18,20,9325
1/25/18,21,9078
1/25/18,22,8742
1/25/18,23,8218
1/25/18,24,7746
1/26/18,1,7391
1/26/18,2,7184
1/26/18,3,7088
1/26/18,4,7065
1/26/18,5,7169
1/26/18,6,7550
1/26/18,7,8282
1/26/18,8,9034
1/26/18,9,9203
1/26/18,10,9158
1/26/18,11,9095
1/26/18,12,8911
1/26/18,13,8786
1/26/18,14,8707
1/26/18,15,8558
1/26/18,16,8649
1/26/18,17,8929
1/26/18,18,9359
1/26/18,19,9306
1/26/18,20,9077
1/26/18,21,8919
1/26/18,22,8517
1/26/18,23,8078
1/26/18,24,7690
1/27/18,1,7331
1/27/18,2,7147
1/27/18,3,7085
1/27/18,4,7091
1/27/18,5,7127
1/27/18,6,7314
1/27/18,7,7667
1/27/18,8,8177
1/27/18,9,8659
1/27/18,10,8808
1/27/18,11,8915
1/27/18,12,8918
1/27/18,13,8831
1/27/18,14,8736
1/27/18,15,8658
1/27/18,16,8658
1/27/18,17,8894
1/27/18,18,9215
1/27/18,19,9043
1/27/18,20,8811
1/27/18,21,8518
1/27/18,22,8233
1/27/18,23,7904
1/27/18,24,7485
1/28/18,1,7193
1/28/18,2,7031
1/28/18,3,6908
1/28/18,4,6892
1/28/18,5,7016
1/28/18,6,7236
1/28/18,7,7454
1/28/18,8,7879
1/28/18,9,8414
1/28/18,10,8683
1/28/18,11,8830
1/28/18,12,8915
1/28/18,13,8927
1/28/18,14,8839
1/28/18,15,8739
1/28/18,16,8790
1/28/18,17,9023
1/28/18,18,9419
1/28/18,19,9256
1/28/18,20,8968
1/28/18,21,8616
1/28/18,22,8212
1/28/18,23,7733
1/28/18,24,7336
1/29/18,1,7117
1/29/18,2,6805
1/29/18,3,6792
1/29/18,4,6785
1/29/18,5,6895
1/29/18,6,7245
1/29/18,7,7959
1/29/18,8,8706
1/29/18,9,8936
1/29/18,10,8894
1/29/18,11,8896
1/29/18,12,8902
1/29/18,13,8903
1/29/18,14,8837
1/29/18,15,8751
1/29/18,16,8775
1/29/18,17,9080
1/29/18,18,9470
1/29/18,19,9429
1/29/18,20,9140
1/29/18,21,8935
1/29/18,22,8577
1/29/18,23,8041
1/29/18,24,7522
1/30/18,1,7129
1/30/18,2,6952
1/30/18,3,6877
1/30/18,4,6793
1/30/18,5,6912
1/30/18,6,7302
1/30/18,7,8032
1/30/18,8,8765
1/30/18,9,8915
1/30/18,10,8824
1/30/18,11,8620
1/30/18,12,8504
1/30/18,13,8557
1/30/18,14,8481
1/30/18,15,8550
1/30/18,16,8456
1/30/18,17,8760
1/30/18,18,9256
1/30/18,19,9226
1/30/18,20,9052
1/30/18,21,8871
1/30/18,22,8456
1/30/18,23,7981
1/30/18,24,7479
1/31/18,1,7147
1/31/18,2,7052
1/31/18,3,6950
1/31/18,4,6901
1/31/18,5,7034
1/31/18,6,7373
1/31/18,7,8159
1/31/18,8,8916
1/31/18,9,9017
1/31/18,10,8915
1/31/18,11,8775
1/31/18,12,8718
1/31/18,13,8658
1/31/18,14,8626
1/31/18,15,8624
1/31/18,16,8762
1/31/18,17,9064
1/31/18,18,9545
1/31/18,19,9404
1/31/18,20,9234
1/31/18,21,9005
1/31/18,22,8664
1/31/18,23,8120
1/31/18,24,7645
2/1/18,1,7372
2/1/18,2,7213
2/1/18,3,7141
2/1/18,4,7160
2/1/18,5,7284
2/1/18,6,7603
2/1/18,7,8361
2/1/18,8,9105
2/1/18,9,9109
2/1/18,10,9024
2/1/18,11,8930
2/1/18,12,8880
2/1/18,13,8863
2/1/18,14,8843
2/1/18,15,8803
2/1/18,16,8862
2/1/18,17,9221
2/1/18,18,9732
2/1/18,19,9700
2/1/18,20,9430
2/1/18,21,9205
2/1/18,22,8809
2/1/18,23,8311
2/1/18,24,7726
2/2/18,1,7380
2/2/18,2,7100
2/2/18,3,7029
2/2/18,4,6986
2/2/18,5,7144
2/2/18,6,7551
2/2/18,7,8175
2/2/18,8,9019
2/2/18,9,9241
2/2/18,10,9162
2/2/18,11,9006
2/2/18,12,8958
2/2/18,13,8835
2/2/18,14,8718
2/2/18,15,8608
2/2/18,16,8506
2/2/18,17,8630
2/2/18,18,9064
2/2/18,19,9101
2/2/18,20,8870
2/2/18,21,8644
2/2/18,22,8279
2/2/18,23,7779
2/2/18,24,7298
2/3/18,1,6962
2/3/18,2,6727
2/3/18,3,6635
2/3/18,4,6568
2/3/18,5,6642
2/3/18,6,6745
2/3/18,7,7060
2/3/18,8,7455
2/3/18,9,7900
2/3/18,10,8142
2/3/18,11,8210
2/3/18,12,8263
2/3/18,13,8172
2/3/18,14,8084
2/3/18,15,8038
2/3/18,16,8056
2/3/18,17,8406
2/3/18,18,8701
2/3/18,19,8689
2/3/18,20,8497
2/3/18,21,8270
2/3/18,22,8044
2/3/18,23,7663
2/3/18,24,7211
2/4/18,1,6924
2/4/18,2,6749
2/4/18,3,6614
2/4/18,4,6597
2/4/18,5,6646
2/4/18,6,6815
2/4/18,7,7128
2/4/18,8,7554
2/4/18,9,7906
2/4/18,10,8204
2/4/18,11,8407
2/4/18,12,8409
2/4/18,13,8379
2/4/18,14,8209
2/4/18,15,8072
2/4/18,16,8003
2/4/18,17,8171
2/4/18,18,8584
2/4/18,19,8683
2/4/18,20,8562
2/4/18,21,8419
2/4/18,22,8110
2/4/18,23,7646
2/4/18,24,7213
2/5/18,1,6915
2/5/18,2,6832
2/5/18,3,6765
2/5/18,4,6757
2/5/18,5,6893
2/5/18,6,7284
2/5/18,7,8063
2/5/18,8,8815
2/5/18,9,8903
2/5/18,10,8886
2/5/18,11,8897
2/5/18,12,8786
2/5/18,13,8626
2/5/18,14,8491
2/5/18,15,8398
2/5/18,16,8438
2/5/18,17,8661
2/5/18,18,9163
2/5/18,19,9213
2/5/18,20,9036
2/5/18,21,8795
2/5/18,22,8453
2/5/18,23,7919
2/5/18,24,7395
2/6/18,1,7072
2/6/18,2,6900
2/6/18,3,6826
2/6/18,4,6796
2/6/18,5,6930
2/6/18,6,7285
2/6/18,7,7984
2/6/18,8,8691
2/6/18,9,8738
2/6/18,10,8741
2/6/18,11,8677
2/6/18,12,8606
2/6/18,13,8593
2/6/18,14,8540
2/6/18,15,8520
2/6/18,16,8605
2/6/18,17,8916
2/6/18,18,9415
2/6/18,19,9380
2/6/18,20,9148
2/6/18,21,8878
2/6/18,22,8482
2/6/18,23,7956
2/6/18,24,7461
2/7/18,1,7148
2/7/18,2,6959
2/7/18,3,6829
2/7/18,4,6835
2/7/18,5,6922
2/7/18,6,7272
2/7/18,7,7959
2/7/18,8,8745
2/7/18,9,8861
2/7/18,10,8795
2/7/18,11,8814
2/7/18,12,8820
2/7/18,13,8761
2/7/18,14,8722
2/7/18,15,8691
2/7/18,16,8722
2/7/18,17,8927
2/7/18,18,9256
2/7/18,19,9196
2/7/18,20,8979
2/7/18,21,8689
2/7/18,22,8297
2/7/18,23,7785
2/7/18,24,7253
2/8/18,1,6904
2/8/18,2,6719
2/8/18,3,6626
2/8/18,4,6576
2/8/18,5,6703
2/8/18,6,7032
2/8/18,7,7716
2/8/18,8,8390
2/8/18,9,8473
2/8/18,10,8467
2/8/18,11,8384
2/8/18,12,8291
2/8/18,13,8213
2/8/18,14,8148
2/8/18,15,8139
2/8/18,16,8108
2/8/18,17,8372
2/8/18,18,8864
2/8/18,19,9018
2/8/18,20,8854
2/8/18,21,8661
2/8/18,22,8377
2/8/18,23,7899
2/8/18,24,7486
2/9/18,1,7166
2/9/18,2,7000
2/9/18,3,6911
2/9/18,4,6921
2/9/18,5,7084
2/9/18,6,7490
2/9/18,7,8231
2/9/18,8,8936
2/9/18,9,9106
2/9/18,10,9035
2/9/18,11,9082
2/9/18,12,8954
2/9/18,13,8849
2/9/18,14,8726
2/9/18,15,8668
2/9/18,16,8678
2/9/18,17,8842
2/9/18,18,9284
2/9/18,19,9354
2/9/18,20,9154
2/9/18,21,8957
2/9/18,22,8651
2/9/18,23,8224
2/9/18,24,7812
2/10/18,1,7487
2/10/18,2,7296
2/10/18,3,7195
2/10/18,4,7174
2/10/18,5,7288
2/10/18,6,7536
2/10/18,7,7948
2/10/18,8,8397
2/10/18,9,8731
2/10/18,10,8821
2/10/18,11,8704
2/10/18,12,8544
2/10/18,13,8295
2/10/18,14,8119
2/10/18,15,7960
2/10/18,16,7977
2/10/18,17,8296
2/10/18,18,8883
2/10/18,19,9058
2/10/18,20,8912
2/10/18,21,8672
2/10/18,22,8400
2/10/18,23,8018
2/10/18,24,7672
2/11/18,1,7405
2/11/18,2,7251
2/11/18,3,7170
2/11/18,4,7152
2/11/18,5,7209
2/11/18,6,7346
2/11/18,7,7652
2/11/18,8,8036
2/11/18,9,8388
2/11/18,10,8514
2/11/18,11,8487
2/11/18,12,8350
2/11/18,13,8174
2/11/18,14,7971
2/11/18,15,7848
2/11/18,16,7857
2/11/18,17,8172
2/11/18,18,8717
2/11/18,19,8930
2/11/18,20,8825
2/11/18,21,8658
2/11/18,22,8429
2/11/18,23,8094
2/11/18,24,7777
2/12/18,1,7508
2/12/18,2,7354
2/12/18,3,7335
2/12/18,4,7369
2/12/18,5,7524
2/12/18,6,7743
2/12/18,7,8124
2/12/18,8,8527
2/12/18,9,8725
2/12/18,10,8772
2/12/18,11,8753
2/12/18,12,8599
2/12/18,13,8398
2/12/18,14,8188
2/12/18,15,8034
2/12/18,16,8079
2/12/18,17,8401
2/12/18,18,9001
2/12/18,19,9356
2/12/18,20,9257
2/12/18,21,9081
2/12/18,22,8680
2/12/18,23,8118
2/12/18,24,7728
2/13/18,1,7483
2/13/18,2,7348
2/13/18,3,7300
2/13/18,4,7359
2/13/18,5,7542
2/13/18,6,7920
2/13/18,7,8732
2/13/18,8,9465
2/13/18,9,9522
2/13/18,10,9434
2/13/18,11,9232
2/13/18,12,9128
2/13/18,13,9049
2/13/18,14,8964
2/13/18,15,8910
2/13/18,16,8946
2/13/18,17,9208
2/13/18,18,9648
2/13/18,19,9683
2/13/18,20,9494
2/13/18,21,9321
2/13/18,22,8962
2/13/18,23,8392
2/13/18,24,7872
2/14/18,1,7522
2/14/18,2,7329
2/14/18,3,7224
2/14/18,4,7194
2/14/18,5,7263
2/14/18,6,7619
2/14/18,7,8364
2/14/18,8,9026
2/14/18,9,9103
2/14/18,10,8996
2/14/18,11,8893
2/14/18,12,8699
2/14/18,13,8567
2/14/18,14,8433
2/14/18,15,8301
2/14/18,16,8275
2/14/18,17,8503
2/14/18,18,8972
2/14/18,19,9184
2/14/18,20,9108
2/14/18,21,8911
2/14/18,22,8560
2/14/18,23,8071
2/14/18,24,7615
2/15/18,1,7322
2/15/18,2,7129
2/15/18,3,7075
2/15/18,4,7117
2/15/18,5,7252
2/15/18,6,7678
2/15/18,7,8500
2/15/18,8,9220
2/15/18,9,9271
2/15/18,10,9132
2/15/18,11,8944
2/15/18,12,8786
2/15/18,13,8755
2/15/18,14,8703
2/15/18,15,8670
2/15/18,16,8772
2/15/18,17,9039
2/15/18,18,9501
2/15/18,19,9626
2/15/18,20,9410
2/15/18,21,9153
2/15/18,22,8785
2/15/18,23,8281
2/15/18,24,7793
2/16/18,1,7444
2/16/18,2,7235
2/16/18,3,7159
2/16/18,4,7175
2/16/18,5,7274
2/16/18,6,7674
2/16/18,7,8363
2/16/18,8,9079
2/16/18,9,9217
2/16/18,10,9178
2/16/18,11,9023
2/16/18,12,8839
2/16/18,13,8643
2/16/18,14,8506
2/16/18,15,8384
2/16/18,16,8346
2/16/18,17,8626
2/16/18,18,9038
2/16/18,19,9141
2/16/18,20,8963
2/16/18,21,8718
2/16/18,22,8374
2/16/18,23,7950
2/16/18,24,7545
2/17/18,1,7173
2/17/18,2,7000
2/17/18,3,6959
2/17/18,4,6992
2/17/18,5,7101
2/17/18,6,7315
2/17/18,7,7707
2/17/18,8,8205
2/17/18,9,8611
2/17/18,10,8916
2/17/18,11,8972
2/17/18,12,8871
2/17/18,13,8683
2/17/18,14,8521
2/17/18,15,8368
2/17/18,16,8366
2/17/18,17,8522
2/17/18,18,8862
2/17/18,19,9038
2/17/18,20,8853
2/17/18,21,8622
2/17/18,22,8393
2/17/18,23,8043
2/17/18,24,7704
2/18/18,1,7419
2/18/18,2,7200
2/18/18,3,7118
2/18/18,4,7137
2/18/18,5,7219
2/18/18,6,7438
2/18/18,7,7804
2/18/18,8,8210
2/18/18,9,8612
2/18/18,10,8808
2/18/18,11,8795
2/18/18,12,8784
2/18/18,13,8696
2/18/18,14,8568
2/18/18,15,8486
2/18/18,16,8537
2/18/18,17,8815
2/18/18,18,9414
2/18/18,19,9793
2/18/18,20,9696
2/18/18,21,9508
2/18/18,22,9195
2/18/18,23,8654
2/18/18,24,8235
2/19/18,1,7991
2/19/18,2,7884
2/19/18,3,7885
2/19/18,4,7938
2/19/18,5,8106
2/19/18,6,8577
2/19/18,7,9366
2/19/18,8,10069
2/19/18,9,10103
2/19/18,10,9911
2/19/18,11,9641
2/19/18,12,9458
2/19/18,13,9295
2/19/18,14,9173
2/19/18,15,9034
2/19/18,16,9040
2/19/18,17,9334
2/19/18,18,9934
2/19/18,19,10240
2/19/18,20,10127
2/19/18,21,9872
2/19/18,22,9430
2/19/18,23,8867
2/19/18,24,8393
2/20/18,1,8069
2/20/18,2,7963
2/20/18,3,7909
2/20/18,4,7921
2/20/18,5,8039
2/20/18,6,8461
2/20/18,7,9246
2/20/18,8,9936
2/20/18,9,9986
2/20/18,10,9857
2/20/18,11,9598
2/20/18,12,9301
2/20/18,13,9162
2/20/18,14,9023
2/20/18,15,8876
2/20/18,16,8783
2/20/18,17,8915
2/20/18,18,9472
2/20/18,19,9806
2/20/18,20,9755
2/20/18,21,9564
2/20/18,22,9305
2/20/18,23,8807
2/20/18,24,8364
2/21/18,1,8027
2/21/18,2,7970
2/21/18,3,7956
2/21/18,4,8007
2/21/18,5,8160
2/21/18,6,8550
2/21/18,7,9387
2/21/18,8,10196
2/21/18,9,10231
2/21/18,10,10096
2/21/18,11,9942
2/21/18,12,9835
2/21/18,13,9803
2/21/18,14,9696
2/21/18,15,9642
2/21/18,16,9690
2/21/18,17,9877
2/21/18,18,10162
2/21/18,19,10361
2/21/18,20,10152
2/21/18,21,9842
2/21/18,22,9473
2/21/18,23,8932
2/21/18,24,8510
2/22/18,1,8167
2/22/18,2,8030
2/22/18,3,7987
2/22/18,4,8049
2/22/18,5,8198
2/22/18,6,8614
2/22/18,7,9450
2/22/18,8,10155
2/22/18,9,10119
2/22/18,10,9882
2/22/18,11,9592
2/22/18,12,9453
2/22/18,13,9225
2/22/18,14,9024
2/22/18,15,8825
2/22/18,16,8750
2/22/18,17,8944
2/22/18,18,9452
2/22/18,19,9880
2/22/18,20,9801
2/22/18,21,9636
2/22/18,22,9285
2/22/18,23,8856
