Date,(HE),FFR Net Schedule (MW),BC Intertie (MW),MATL Intertie (MW), SASK Intertie (MW)
01/02/2025,08,-30,-30,0,0
01/02/2025,09,-162,-80,-82,0
01/02/2025,10,-95,-100,5,0
01/02/2025,11,-22,-25,3,0
01/02/2025,12,-19,-25,6,0
01/02/2025,13,-71,-75,4,0
01/02/2025,14,-69,-75,6,0
01/02/2025,15,-79,-85,6,0
01/02/2025,16,-481,-372,-109,0
01/02/2025,17,-336,-155,-181,0
01/02/2025,18,-332,-151,-181,0
01/02/2025,19,-341,-160,-181,0
01/02/2025,20,-467,-376,-91,0
01/02/2025,21,-221,-230,9,0
01/02/2025,22,-91,-100,9,0
01/02/2025,23,0,0,0,0
01/02/2025,24,26,0,26,0
01/03/2025,01,26,0,26,0
01/03/2025,02,63,62,1,0
01/03/2025,03,63,62,1,0
01/03/2025,04,63,62,1,0
01/03/2025,05,63,62,1,0
01/03/2025,06,1,0,1,0
01/03/2025,07,1,0,1,0
01/03/2025,08,-121,0,-121,0
01/03/2025,09,-121,0,-121,0
01/03/2025,10,1,0,1,0
01/03/2025,11,1,0,1,0
01/03/2025,12,1,0,1,0
01/03/2025,13,-64,0,-64,0
01/03/2025,14,-64,0,-64,0
01/03/2025,15,-64,0,-64,0
01/03/2025,16,39,103,-64,0
01/03/2025,17,234,208,26,0
01/03/2025,18,313,312,1,0
01/03/2025,19,451,450,1,0
01/03/2025,20,451,450,1,0
01/03/2025,21,453,452,1,0
01/03/2025,22,500,499,1,0
01/03/2025,23,695,694,1,0
01/03/2025,24,935,934,1,0
01/04/2025,01,935,934,1,0
01/04/2025,02,935,934,1,0
01/04/2025,03,935,934,1,0
01/04/2025,04,935,934,1,0
01/04/2025,05,935,934,1,0
01/04/2025,06,935,934,1,0
01/04/2025,07,935,934,1,0
01/04/2025,08,935,934,1,0
01/04/2025,09,863,862,1,0
01/04/2025,10,701,700,1,0
01/04/2025,11,451,450,1,0
01/04/2025,12,351,350,1,0
01/04/2025,13,301,300,1,0
01/04/2025,14,201,200,1,0
01/04/2025,15,151,150,1,0
01/04/2025,16,51,50,1,0
01/04/2025,17,1,0,1,0
01/04/2025,18,1,0,1,0
01/04/2025,19,1,0,1,0
01/04/2025,20,51,50,1,0
01/04/2025,21,163,162,1,0
01/04/2025,22,263,262,1,0
01/04/2025,23,263,262,1,0
01/04/2025,24,363,362,1,0
01/05/2025,01,413,412,1,0
01/05/2025,02,403,412,-9,0
01/05/2025,03,288,262,26,0
01/05/2025,04,188,162,26,0
01/05/2025,05,188,162,26,0
01/05/2025,06,188,162,26,0
01/05/2025,07,188,162,26,0
01/05/2025,08,53,62,-9,0
01/05/2025,09,53,62,-9,0
01/05/2025,10,53,62,-9,0
01/05/2025,11,-9,0,-9,0
01/05/2025,12,-9,0,-9,0
01/05/2025,13,-9,0,-9,0
01/05/2025,14,-9,0,-9,0
01/05/2025,15,-9,0,-9,0
01/05/2025,16,-245,-140,-105,0
01/05/2025,17,-220,-115,-105,0
01/05/2025,18,-420,-315,-105,0
01/05/2025,19,-486,-301,-185,0
01/05/2025,20,-410,-215,-195,0
01/05/2025,21,-320,-125,-195,0
01/05/2025,22,-149,-50,-99,0
01/05/2025,23,-9,0,-9,0
01/05/2025,24,-9,0,-9,0
01/06/2025,01,-9,0,-9,0
01/06/2025,02,-9,0,-9,0
01/06/2025,03,41,50,-9,0
01/06/2025,04,41,50,-9,0
01/06/2025,05,41,50,-9,0
01/06/2025,06,-9,0,-9,0
01/06/2025,07,-134,0,-134,0
01/06/2025,08,-134,-25,-109,0
01/06/2025,09,-284,-125,-159,0
01/06/2025,10,-254,-240,-14,0
01/06/2025,11,-154,-140,-14,0
01/06/2025,12,-89,-75,-14,0
01/06/2025,13,-89,-75,-14,0
01/06/2025,14,-95,-75,-20,0
01/06/2025,15,-34,-50,16,0
01/06/2025,16,-34,-50,16,0
01/06/2025,17,-84,-100,16,0
01/06/2025,18,-208,-224,16,0
01/06/2025,19,-124,-65,-59,0
01/06/2025,20,-184,-100,-84,0
01/06/2025,21,-122,-38,-84,0
01/06/2025,22,41,25,16,0
01/06/2025,23,78,62,16,0
01/06/2025,24,53,62,-9,0
01/07/2025,01,53,62,-9,0
01/07/2025,02,483,382,101,0
01/07/2025,03,558,457,101,0
01/07/2025,04,783,682,101,0
01/07/2025,05,935,845,90,0
01/07/2025,06,935,845,90,0
01/07/2025,07,936,845,91,0
01/07/2025,08,733,632,101,0
01/07/2025,09,935,845,90,0
01/07/2025,10,935,845,90,0
01/07/2025,11,935,845,90,0
01/07/2025,12,935,845,90,0
01/07/2025,13,935,845,90,0
01/07/2025,14,935,845,90,0
01/07/2025,15,935,845,90,0
01/07/2025,16,925,845,80,0
01/07/2025,17,935,845,90,0
01/07/2025,18,935,845,90,0
01/07/2025,19,932,845,87,0
01/07/2025,20,933,845,88,0
01/07/2025,21,931,845,86,0
01/07/2025,22,935,866,69,0
01/07/2025,23,933,853,80,0
01/07/2025,24,933,848,85,0
01/08/2025,01,932,848,84,0
01/08/2025,02,935,822,113,0
01/08/2025,03,935,857,78,0
01/08/2025,04,935,857,78,0
01/08/2025,05,935,881,54,0
01/08/2025,06,935,807,128,0
01/08/2025,07,935,836,99,0
01/08/2025,08,935,836,99,0
01/08/2025,09,906,819,87,0
01/08/2025,10,911,819,92,0
01/08/2025,11,913,822,91,0
01/08/2025,12,899,867,32,0
01/08/2025,13,884,837,47,0
01/08/2025,14,873,853,20,0
01/08/2025,15,935,905,30,0
01/08/2025,16,935,905,30,0
01/08/2025,17,935,883,52,0
01/08/2025,18,328,272,56,0
01/08/2025,19,348,372,-24,0
01/08/2025,20,598,582,16,0
01/08/2025,21,599,583,16,0
01/08/2025,22,659,583,76,0
01/08/2025,23,648,572,76,0
01/08/2025,24,908,832,76,0
01/09/2025,01,935,865,70,0
01/09/2025,02,935,865,70,0
01/09/2025,03,935,878,57,0
01/09/2025,04,935,879,56,0
01/09/2025,05,935,905,30,0
01/09/2025,06,935,866,69,0
01/09/2025,07,708,632,76,0
01/09/2025,08,348,272,76,0
01/09/2025,09,248,172,76,0
01/09/2025,10,248,172,76,0
01/09/2025,11,448,372,76,0
01/09/2025,12,448,372,76,0
01/09/2025,13,248,172,76,0
01/09/2025,14,248,172,76,0
01/09/2025,15,148,72,76,0
01/09/2025,16,-268,-150,-118,0
01/09/2025,17,-409,-225,-184,0
01/09/2025,18,-397,-246,-151,0
01/09/2025,19,-401,-307,-94,0
01/09/2025,20,-409,-372,-37,0
01/09/2025,21,98,22,76,0
01/09/2025,22,334,272,62,0
01/09/2025,23,535,472,63,0
01/09/2025,24,895,832,63,0
01/10/2025,01,935,879,56,0
01/10/2025,02,935,887,48,0
01/10/2025,03,935,887,48,0
01/10/2025,04,935,887,48,0
01/10/2025,05,935,887,48,0
01/10/2025,06,935,887,48,0
01/10/2025,07,935,887,48,0
01/10/2025,08,748,672,76,0
01/10/2025,09,748,672,76,0
01/10/2025,10,935,866,69,0
01/10/2025,11,935,869,66,0
01/10/2025,12,935,868,67,0
01/10/2025,13,935,888,47,0
01/10/2025,14,934,873,61,0
01/10/2025,15,935,876,59,0
01/10/2025,16,935,887,48,0
01/10/2025,17,748,672,76,0
01/10/2025,18,748,672,76,0
01/10/2025,19,935,866,69,0
01/10/2025,20,925,866,59,0
01/10/2025,21,935,887,48,0
01/10/2025,22,935,887,48,0
01/10/2025,23,935,887,48,0
01/10/2025,24,935,887,48,0
01/11/2025,01,935,887,48,0
01/11/2025,02,935,887,48,0
01/11/2025,03,935,887,48,0
01/11/2025,04,935,887,48,0
01/11/2025,05,935,887,48,0
01/11/2025,06,935,887,48,0
01/11/2025,07,935,887,48,0
01/11/2025,08,935,887,48,0
01/11/2025,09,935,887,48,0
01/11/2025,10,935,887,48,0
01/11/2025,11,935,887,48,0
01/11/2025,12,623,572,51,0
01/11/2025,13,623,572,51,0
01/11/2025,14,623,572,51,0
01/11/2025,15,323,272,51,0
01/11/2025,16,323,272,51,0
01/11/2025,17,178,172,6,0
01/11/2025,18,27,72,-45,0
01/11/2025,19,102,72,30,0
01/11/2025,20,102,72,30,0
01/11/2025,21,102,72,30,0
01/11/2025,22,152,122,30,0
01/11/2025,23,73,47,26,0
01/11/2025,24,283,232,51,0
01/12/2025,01,173,172,1,0
01/12/2025,02,223,172,51,0
01/12/2025,03,238,172,66,0
01/12/2025,04,248,172,76,0
01/12/2025,05,248,172,76,0
01/12/2025,06,248,172,76,0
01/12/2025,07,198,172,26,0
01/12/2025,08,198,172,26,0
01/12/2025,09,148,122,26,0
01/12/2025,10,13,97,-84,0
01/12/2025,11,169,122,47,0
01/12/2025,12,98,122,-24,0
01/12/2025,13,123,147,-24,0
01/12/2025,14,204,172,32,0
01/12/2025,15,129,97,32,0
